2014,Fri.,,10/4/2013,7:07 AT,British Columbia,,,British Columbia,1,@,Alaska-Anchorage,alaska-anchorage,/team/alaska-anchorage/mens-hockey/,Alaska-Anchorage,2,,,EX,Box,,
2014,Sat.,,10/5/2013,7:00 ET,Ferris State,ferris-state,/team/ferris-state/mens-hockey/,Ferris State,7,@,Colgate,colgate,/team/colgate/mens-hockey/,Colgate,4,,,NC,Box,,
2014,Sat.,,10/5/2013,7:05 ET,Clarkson,clarkson,/team/clarkson/mens-hockey/,Clarkson,2,@,Niagara,niagara,/team/niagara/mens-hockey/,Niagara,1,,,NC,Box,Recap,
2014,Sat.,,10/5/2013,7:37 ET,Wilfrid Laurier,,,Wilfrid Laurier,1,@,Bowling Green,bowling-green,/team/bowling-green/mens-hockey/,Bowling Green,7,,,EX,Box,,
2014,Sat.,,10/5/2013,7:00 ET,St. Francis Xavier,,,St. Francis Xavier,1,@,Boston University,boston-university,/team/boston-university/mens-hockey/,Boston University,2,,,EX,Box,,
2014,Sat.,,10/5/2013,7:07 MT,New Brunswick,,,New Brunswick,0,@,Colorado College,colorado-college,/team/colorado-college/mens-hockey/,Colorado College,5,,,EX,Box,,
2014,Sat.,,10/5/2013,4:00 ET,Simon Fraser,,,Simon Fraser,3,@,Holy Cross,holy-cross,/team/holy-cross/mens-hockey/,Holy Cross,7,,,EX,Box,,
2014,Sat.,,10/5/2013,7:07 ET,Laurentian,,,Laurentian,2,@,Michigan Tech,michigan-tech,/team/michigan-tech/mens-hockey/,Michigan Tech,3,,,EX,Box,,
2014,Sat.,,10/5/2013,8:05 ET,Windsor,,,Windsor,2,@,Miami,miami,/team/miami/mens-hockey/,Miami,8,,,EX,Box,,
2014,Sat.,,10/5/2013,7:07 ET,US Under-18 Team,,,US Under-18 Team,1,@,Northern Michigan,northern-michigan,/team/northern-michigan/mens-hockey/,Northern Michigan,3,,,EX,Box,,
2014,Sat.,,10/5/2013,7:30 ET,Dalhousie,,,Dalhousie,0,@,Northeastern,northeastern,/team/northeastern/mens-hockey/,Northeastern,5,,,EX,Box,,
2014,Sat.,,10/5/2013,3:05 ET,Toronto,,,Toronto,1,@,Ohio State,ohio-state,/team/ohio-state/mens-hockey/,Ohio State,9,,,EX,Box,,
2014,Sat.,,10/5/2013,5:05 ET,Queens,,,Queens,2,@,RIT,rit,/team/rit/mens-hockey/,RIT,1,,,EX,Box,,
2014,Sat.,,10/5/2013,7:00 ET,St. Mary's (NS),,,St. Mary's (NS),1,@,Rensselaer,rensselaer,/team/rensselaer/mens-hockey/,Rensselaer,5,,,EX,Box,,
2014,Sat.,,10/5/2013,7:00 ET,Carleton,,,Carleton,2,@,St. Lawrence,st-lawrence,/team/st-lawrence/mens-hockey/,St. Lawrence,4,,,EX,Box,,
2014,Sat.,,10/5/2013,5:37 AT,British Columbia,,,British Columbia,1,@,Alaska,alaska,/team/alaska/mens-hockey/,Alaska,8,,,EX,Box,,
2014,Sat.,,10/5/2013,3:00 ET,McGill,,,McGill,3,@,Massachusetts-Lowell,umass-lowell,/team/umass-lowell/mens-hockey/,Massachusetts-Lowell,3,OT,,EX,Box,Recap,
2014,Sat.,,10/5/2013,7:00 CT,Lethbridge,,,Lethbridge,1,@,Minnesota,minnesota,/team/minnesota/mens-hockey/,Minnesota,5,,,EX,Box,,
2014,Sat.,,10/5/2013,7:00 ET,Acadia,,,Acadia,3,@,New Hampshire,new-hampshire,/team/new-hampshire/mens-hockey/,New Hampshire,6,,,EX,Box,Recap,
2014,Sat.,,10/5/2013,7:30 ET,Ottawa,,,Ottawa,0,@,Vermont,vermont,/team/vermont/mens-hockey/,Vermont,7,,,EX,Box,,
2014,Sat.,,10/5/2013,7:05 ET,Western Ontario,,,Western Ontario,2,@,Western Michigan,western-michigan,/team/western-michigan/mens-hockey/,Western Michigan,5,,,EX,Box,,
2014,Sun.,,10/6/2013,4:00 ET,Ferris State,ferris-state,/team/ferris-state/mens-hockey/,Ferris State,0,@,Colgate,colgate,/team/colgate/mens-hockey/,Colgate,1,,,NC,Box,,
2014,Sun.,,10/6/2013,2:05 ET,Clarkson,clarkson,/team/clarkson/mens-hockey/,Clarkson,2,@,Niagara,niagara,/team/niagara/mens-hockey/,Niagara,0,,,NC,Box,,
2014,Sun.,,10/6/2013,1:00 ET,St. Francis Xavier,,,St. Francis Xavier,2,@,Boston College,boston-college,/team/boston-college/mens-hockey/,Boston College,8,,,EX,Box,,
2014,Sun.,,10/6/2013,4:05 ET,Brock,,,Brock,1,@,Canisius,canisius,/team/canisius/mens-hockey/,Canisius,7,,,EX,Box,,
2014,Sun.,,10/6/2013,6:07 MT,New Brunswick,,,New Brunswick,2,@,Denver,denver,/team/denver/mens-hockey/,Denver,1,,,EX,Box,,
2014,Sun.,,10/6/2013,3:07 ET,US Under-18 Team,,,US Under-18 Team,3,@,Lake Superior,lake-superior,/team/lake-superior/mens-hockey/,Lake Superior,2,,,EX,Box,,
2014,Sun.,,10/6/2013,5:00 ET,McGill,,,McGill,1,@,Merrimack,merrimack,/team/merrimack/mens-hockey/,Merrimack,1,OT,,EX,Box,,
2014,Sun.,,10/6/2013,4:00 ET,Dalhousie,,,Dalhousie,1,@,Maine,maine,/team/maine/mens-hockey/,Maine,5,,,EX,Box,,
2014,Sun.,,10/6/2013,5:07 CT,Lethbridge,,,Lethbridge,1,@,Minnesota State,minnesota-state,/team/minnesota-state/mens-hockey/,Minnesota State,7,,,EX,Box,,
2014,Sun.,,10/6/2013,5:05 ET,Guelph,,,Guelph,2,@,Notre Dame,notre-dame,/team/notre-dame/mens-hockey/,Notre Dame,5,,,EX,Box,,
2014,Sun.,,10/6/2013,2:07 ET,Laurentian,,,Laurentian,2,@,Northern Michigan,northern-michigan,/team/northern-michigan/mens-hockey/,Northern Michigan,3,,,EX,Box,,
