2001,Sat.,,9/30/2000,7:05 ET,Wilfrid Laurier,,,Wilfrid Laurier,1,@,Michigan,michigan,/team/michigan/mens-hockey/,Michigan,4,,,EX,Box ,Recap,
2001,Tue.,,10/3/2000,7:05 ET,US Under-18 Team,,,US Under-18 Team,6,@,Michigan State,michigan-state,/team/michigan-state/mens-hockey/,Michigan State,4,,,EX,Box ,Recap,
2001,Fri.,,10/6/2000,7:35 ET,Northern Michigan,northern-michigan,/team/northern-michigan/mens-hockey/,Northern Michigan,3,@,Michigan Tech,michigan-tech,/team/michigan-tech/mens-hockey/,Michigan Tech,3,OT,,NC,Box ,Recap,
2001,Fri.,,10/6/2000,8:35 ET,Colgate,colgate,/team/colgate/mens-hockey/,Colgate,2,@,Michigan,michigan,/team/michigan/mens-hockey/,Michigan,2,OT,,NC,Box ,Recap,
2001,Fri.,,10/6/2000,5:05 ET,North Dakota,north-dakota,/team/north-dakota/mens-hockey/,North Dakota,2,vs.,New Hampshire,new-hampshire,/team/new-hampshire/mens-hockey/,New Hampshire,2,OT,,NC,Box ,Recap,
2001,Fri.,,10/6/2000,7:05 CT,Massachusetts,massachusetts,/team/massachusetts/mens-hockey/,Massachusetts,6,@,Wisconsin,wisconsin,/team/wisconsin/mens-hockey/,Wisconsin,9,,,NC,Box ,Recap,
2001,Fri.,,10/6/2000,7:00 ET,Acadia,,,Acadia,2,@,Boston College,boston-college,/team/boston-college/mens-hockey/,Boston College,6,,,EX,Box ,Recap,
2001,Fri.,,10/6/2000,7:05 ET,York,,,York,4,@,Bowling Green,bowling-green,/team/bowling-green/mens-hockey/,Bowling Green,8,,,EX,Box ,Recap,
2001,Fri.,,10/6/2000,7:00 ET,Toronto,,,Toronto,3,@,Boston University,boston-university,/team/boston-university/mens-hockey/,Boston University,5,,,EX,Box ,Recap,
2001,Fri.,,10/6/2000,7:35 MT,Calgary,,,Calgary,1,@,Colorado College,colorado-college,/team/colorado-college/mens-hockey/,Colorado College,2,,,EX,Box ,Recap,
