rk,school,div,str,ofs,dfs,sos
1,minnesota,D1,19.803,4.616,0.233,2.146
2,wisconsin,D1,16.645,3.622,0.218,2.163
3,boston-college,D1,15.910,4.010,0.252,1.842
4,harvard,D1,11.235,3.329,0.296,2.047
5,north-dakota,D1,9.422,2.721,0.289,2.198
6,quinnipiac,D1,9.034,2.233,0.247,1.897
7,minnesota-duluth,D1,8.369,2.834,0.339,2.237
8,clarkson,D1,8.155,2.511,0.308,1.974
9,bemidji-state,D1,7.680,2.334,0.304,2.250
10,boston-university,D1,6.991,3.292,0.471,1.961
11,ohio-state,D1,6.742,2.488,0.369,2.238
12,cornell,D1,6.622,3.056,0.461,2.054
13,st-lawrence,D1,5.855,2.700,0.461,2.047
14,princeton,D1,5.146,2.239,0.435,1.990
15,yale,D1,4.912,2.421,0.493,1.852
16,mercyhurst,D1,4.802,2.008,0.418,1.567
17,dartmouth,D1,4.523,2.426,0.536,1.979
18,northeastern,D1,3.812,2.191,0.575,1.819
19,connecticut,D1,3.048,1.871,0.614,1.836
20,vermont,D1,2.902,1.954,0.674,1.774
21,penn-state,D1,2.704,1.579,0.584,1.666
22,syracuse,D1,2.703,1.734,0.642,1.705
23,rit,D1,2.696,1.430,0.530,1.648
24,st-cloud-state,D1,2.695,1.434,0.532,2.392
25,new-hampshire,D1,2.622,1.530,0.583,1.922
26,robert-morris,D1,2.571,1.671,0.650,1.709
27,maine,D1,2.475,1.356,0.548,1.786
28,rensselaer,D1,2.415,1.636,0.678,1.863
29,colgate,D1,2.275,1.374,0.604,1.835
30,minnesota-state,D1,2.163,1.480,0.684,2.427
31,providence,D1,2.161,1.504,0.696,1.884
32,lindenwood,D1,2.081,1.506,0.724,1.743
33,brown,D1,2.076,1.731,0.834,1.857
34,brown,D1,2.076,1.731,0.834,1.857
35,plattsburgh,D3,1.951,1.585,0.813,0.822
36,adrian,D3,1.882,1.295,0.688,0.843
37,wisconsin-river-falls,D3,1.797,1.499,0.834,0.902
38,elmira,D3,1.760,1.499,0.852,0.842
39,middlebury,D3,1.717,1.451,0.845,0.974
40,union,D1,1.681,1.121,0.667,1.831
41,trinity,D3,1.465,1.323,0.903,0.895
42,amherst,D3,1.447,1.137,0.786,0.886
43,norwich,D3,1.316,0.946,0.719,0.825
44,gustavus-adolphus,D3,1.305,1.035,0.793,0.881
45,lake-forest,D3,1.274,1.305,1.024,0.914
46,wisconsin-stevens-point,D3,1.170,1.054,0.901,0.935
47,st-anselm,D2,1.112,1.034,0.930,0.783
48,st-norbert,D3,1.088,1.080,0.993,0.861
49,holy-cross,D1,1.039,1.075,1.035,0.781
50,bethel,D3,1.012,1.030,1.019,0.838
51,st-scholastica,D3,0.998,1.092,1.095,0.908
52,st-thomas,D3,0.911,1.059,1.163,0.880
53,bowdoin,D3,0.893,0.945,1.058,0.938
54,connecticut-college,D3,0.875,0.883,1.009,0.900
55,concordia-mn,D3,0.862,0.960,1.114,0.865
56,wisconsin-superior,D3,0.852,1.122,1.316,0.888
57,franklin-pierce,D2,0.846,0.837,0.989,0.691
58,colby,D3,0.782,0.874,1.118,0.883
59,hamilton,D3,0.777,0.694,0.893,0.854
60,oswego,D3,0.745,0.718,0.963,0.719
61,concordia-wi,D3,0.731,0.795,1.087,0.882
62,williams,D3,0.686,0.632,0.921,0.931
63,stevenson,D3,0.628,0.870,1.384,0.652
64,augsburg,D3,0.607,0.716,1.180,0.834
65,wesleyan,D3,0.606,0.692,1.143,0.882
66,salve-regina,D3,0.587,0.889,1.513,0.718
67,utica,D3,0.577,0.743,1.288,0.760
68,st-marys,D3,0.563,0.639,1.136,0.848
69,st-catherine,D3,0.539,0.591,1.095,0.811
70,castleton,D3,0.495,0.678,1.370,0.757
71,marian,D3,0.483,0.863,1.789,0.911
72,manhattanville,D3,0.460,0.730,1.586,0.755
73,buffalo-state,D3,0.431,0.679,1.577,0.727
74,st-benedict,D3,0.420,0.708,1.688,0.856
75,hamline,D3,0.398,0.685,1.721,0.808
76,umass-boston,D3,0.390,0.714,1.833,0.723
77,wisconsin-eau-claire,D3,0.386,0.605,1.566,0.936
78,sacred-heart,D1,0.377,0.718,1.904,0.775
79,southern-maine,D3,0.341,0.524,1.536,0.772
80,neumann,D3,0.330,0.560,1.699,0.744
81,university-of-new-england,D3,0.322,0.536,1.663,0.708
82,chatham,D3,0.320,0.535,1.673,0.681
83,cortland,D3,0.283,0.535,1.891,0.737
84,st-michaels,D2,0.271,0.489,1.806,0.774
85,potsdam,D3,0.270,0.550,2.034,0.721
86,nichols,D3,0.250,0.515,2.062,0.736
87,st-olaf,D3,0.241,0.574,2.386,0.864
88,plymouth-state,D3,0.213,0.493,2.309,0.783
89,william-smith,D3,0.209,0.508,2.433,0.740
90,finlandia,D3,0.169,0.385,2.285,0.982
91,canton,D3,0.142,0.431,3.042,0.678
92,new-england-college,D3,0.128,0.343,2.675,0.705
