Air Force,721,2007,"Becker, Bryan",551885,Jr.,2006-07,,0-0,9,0,1,1,1,2,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Charbonneau, Matt",551886,Jr.,2006-07,,0-0,35,3,11,14,14,39,1,0,0,0,,,,,,,,,
Air Force,721,2007,"Devoney, Billy",443843,Sr.,2006-07,,0-0,40,5,10,15,13,26,1,0,1,0,,,,,,,,,
Air Force,721,2007,"Ehn, Eric",551887,Jr.,2006-07,,0-0,40,24,39,63,12,24,8,0,2,0,,,,,,,,,
Air Force,721,2007,"Fairchild, Matt",774401,Fr.,2006-07,,0-0,39,5,6,11,6,12,2,0,1,0,,,,,,,,,
Air Force,721,2007,"Flynn, Greg",650287,So.,2006-07,,0-0,39,1,13,14,23,46,1,0,0,0,,,,,,,,,
Air Force,721,2007,"Foster, Peter",443853,Sr.,2006-07,,0-0,16,0,0,0,2,4,0,0,0,0,4,6,3,856,44,3.08,274,0.862,0
Air Force,721,2007,"Frider, Josh",650288,So.,2006-07,,0-0,39,9,3,12,9,18,0,0,2,0,,,,,,,,,
Air Force,721,2007,"Gineo, Brian",443844,Sr.,2006-07,,0-0,38,4,10,14,12,24,2,1,1,0,,,,,,,,,
Air Force,721,2007,"Hajner, Jeff",774402,Fr.,2006-07,,0-0,40,13,14,27,18,44,3,0,0,0,,,,,,,,,
Air Force,721,2007,"Harper, Ian",551888,Jr.,2006-07,,0-0,8,0,0,0,0,0,0,0,0,0,4,3,1,328,14,2.56,112,0.889,1
Air Force,721,2007,"Hepp, Chris",774403,Fr.,2006-07,,0-0,18,0,5,5,15,30,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Johnson, Brandon",774404,Fr.,2006-07,,0-0,9,0,1,1,4,8,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Johnson, Michael",774405,Fr.,2006-07,,0-0,8,0,0,0,2,4,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Martinson, David",774406,Fr.,2006-07,,0-0,18,0,2,2,2,4,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Mayra, Michael",650289,So.,2006-07,,0-0,26,1,16,17,15,30,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Medenwaldt, Jay",443848,Sr.,2006-07,,0-0,23,3,3,6,1,2,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Nylander, Brett",774407,Fr.,2006-07,,0-0,39,2,5,7,5,10,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Olson, Brent",650290,So.,2006-07,,0-0,22,1,7,8,6,12,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Phillipich, Mike",650291,So.,2006-07,,0-0,37,16,27,43,16,35,6,1,2,0,,,,,,,,,
Air Force,721,2007,"Print, Josh",551889,Jr.,2006-07,,0-0,36,4,8,12,5,10,1,0,1,0,,,,,,,,,
Air Force,721,2007,"Ramsey, Andrew",443845,Sr.,2006-07,,0-0,36,23,25,48,25,61,10,0,6,1,,,,,,,,,
Air Force,721,2007,"Reese, Brian",443846,Sr.,2006-07,,0-0,23,4,5,9,3,6,3,0,1,0,,,,,,,,,
Air Force,721,2007,"Schaffer, Josh",551890,Jr.,2006-07,,0-0,38,7,14,21,22,44,5,0,0,0,,,,,,,,,
Air Force,721,2007,"Schiavone, Frank",551891,Jr.,2006-07,,0-0,33,3,7,10,9,18,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Valdes, Gil",790031,Fr.,2006-07,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,
Air Force,721,2007,"Volkening, Andrew",774408,Fr.,2006-07,,0-0,10,0,0,0,0,0,0,0,0,0,4,2,0,444,19,2.56,170,0.899,1
Air Force,721,2007,"Worker, Ben",443842,Sr.,2006-07,,0-0,13,0,0,0,0,0,0,0,0,0,7,5,1,772,29,2.25,251,0.896,3
