year,round_id,school_id,school_name,bracket,p
2025,1,boston-college,Boston College,"{1,1,1,1,1}",1
2025,1,bentley,Bentley,"{2,1,1,1,1}",1
2025,1,providence,Providence,"{3,2,1,1,1}",1
2025,1,denver,Denver,"{4,2,1,1,1}",1
2025,1,western-michigan,Western Michigan,"{5,3,2,1,1}",1
2025,1,minnesota-state,Minnesota State,"{6,3,2,1,1}",1
2025,1,minnesota,Minnesota,"{7,4,2,1,1}",1
2025,1,massachusetts,Massachusetts,"{8,4,2,1,1}",1
2025,1,michigan-state,Michigan State,"{9,5,3,2,1}",1
2025,1,cornell,Cornell,"{10,5,3,2,1}",1
2025,1,boston-university,Boston University,"{11,6,3,2,1}",1
2025,1,ohio-state,Ohio State,"{12,6,3,2,1}",1
2025,1,maine,Maine,"{13,7,4,2,1}",1
2025,1,penn-state,Penn State,"{14,7,4,2,1}",1
2025,1,connecticut,Connecticut,"{15,8,4,2,1}",1
2025,1,quinnipiac,Quinnipiac,"{16,8,4,2,1}",1
