year,round_id,school_id,school_name,bracket,p
2016,1,quinnipiac,Quinnipiac,"{1,1,1,1,1}",1
2016,1,rit,RIT,"{2,1,1,1,1}",1
2016,1,yale,Yale,"{3,2,1,1,1}",1
2016,1,umass-lowell,Mass.-Lowell,"{4,2,1,1,1}",1
2016,1,providence,Providence,"{5,3,2,1,1}",1
2016,1,minnesota-duluth,Minnesota-Duluth,"{6,3,2,1,1}",1
2016,1,harvard,Harvard,"{7,4,2,1,1}",1
2016,1,boston-college,Boston College,"{8,4,2,1,1}",1
2016,1,north-dakota,North Dakota,"{9,5,3,2,1}",1
2016,1,northeastern,Northeastern,"{10,5,3,2,1}",1
2016,1,notre-dame,Notre Dame,"{11,6,3,2,1}",1
2016,1,michigan,Michigan,"{12,6,3,2,1}",1
2016,1,st-cloud-state,St. Cloud State,"{13,7,4,2,1}",1
2016,1,ferris-state,Ferris State,"{14,7,4,2,1}",1
2016,1,boston-university,Boston University,"{15,8,4,2,1}",1
2016,1,denver,Denver,"{16,8,4,2,1}",1
