1990,1,Tom Barrasso,/players/b/barrato01.html,24,PIT,/teams/PIT/1990.html,24,7,12,3,101,748,647,.865,4.68,0,1294,0,0,0,8
1990,2,Don Beaupre,/players/b/beaupdo01.html,28,WSH,/teams/WSH/1990.html,48,23,18,5,150,1362,1212,.890,3.22,2,2793,0,1,1,24
1990,3,Stephane Beauregard,/players/b/beaurst01.html,22,WIN,/teams/WIN/1990.html,19,7,8,3,59,570,511,.896,3.28,0,1079,0,0,0,4
1990,4,Daniel Berthiaume,/players/b/berthda01.html,24,TOT,,29,11,14,3,100,771,671,.870,3.69,1,1627,0,1,1,8
1990,5,Allan Bester,/players/b/besteal01.html,25,TOR,/teams/TOR/1990.html,42,20,16,0,165,1296,1131,.873,4.49,0,2206,0,2,2,4
1990,6,Mario Brunetta,/players/b/brunema01.html,23,QUE,/teams/QUE/1990.html,6,1,2,0,13,99,86,.869,4.08,0,191,0,0,0,0
1990,7,Sean Burke,/players/b/burkese01.html,23,NJD,/teams/NJD/1990.html,52,22,22,6,175,1453,1278,.880,3.60,0,2914,0,1,1,38
1990,8,Jon Casey,/players/c/caseyjo01.html,27,MNS,/teams/MNS/1990.html,61,31,22,4,183,1757,1574,.896,3.22,3,3407,0,3,3,18
1990,9,Tim Cheveldae,/players/c/cheveti01.html,21,DET,/teams/DET/1990.html,28,10,9,8,101,854,753,.882,3.79,0,1600,0,1,1,2
1990,10,Alain Chevrier,/players/c/chevral01.html,28,TOT,,42,17,16,3,146,987,841,.852,4.25,0,2060,0,3,3,8
1990,11,Jacques Cloutier,/players/c/cloutja01.html,30,CHI,/teams/CHI/1990.html,43,18,15,2,112,931,819,.880,3.09,2,2178,0,0,0,8
1990,12,Tom Draper,/players/d/drapeto01.html,23,WIN,/teams/WIN/1990.html,6,2,4,0,26,153,127,.830,4.35,0,359,0,0,0,0
1990,13,Bob Essensa,/players/e/essenbo01.html,25,WIN,/teams/WIN/1990.html,36,18,9,5,107,988,881,.892,3.15,1,2035,0,2,2,0
1990,14,Randy Exelby,/players/e/exelbra01.html,24,EDM,/teams/EDM/1990.html,1,0,1,0,5,30,25,.833,5.00,0,60,0,0,0,0
1990,15,Stephane Fiset,/players/f/fisetst01.html,19,QUE,/teams/QUE/1990.html,6,0,5,1,34,199,165,.829,5.96,0,342,0,0,0,0
1990,16,Mark Fitzpatrick,/players/f/fitzpma01.html,21,NYI,/teams/NYI/1990.html,47,19,19,5,150,1472,1322,.898,3.39,3,2653,0,2,2,18
1990,17,Bob Froese,/players/f/froesbo01.html,31,NYR,/teams/NYR/1990.html,15,5,7,1,45,355,310,.873,3.33,0,812,0,0,0,0
1990,18,Grant Fuhr*,/players/f/fuhrgr01.html,27,EDM,/teams/EDM/1990.html,21,9,7,3,70,532,462,.868,3.89,1,1081,0,0,0,2
1990,19,Scott Gordon,/players/g/gordosc01.html,26,QUE,/teams/QUE/1990.html,10,2,8,0,53,368,315,.856,5.33,0,597,0,0,0,0
1990,20,Mario Gosselin,/players/g/gossema01.html,26,LAK,/teams/LAK/1990.html,26,7,11,1,79,587,508,.865,3.87,0,1226,0,0,0,0
1990,21,Mike Greenlay,/players/g/greenmi01.html,21,EDM,/teams/EDM/1990.html,2,0,0,0,4,17,13,.765,12.00,0,20,0,0,0,0
