2010,Fri.,20091002,10/2/2009,7:05 AT,So. Albert IT,,,So. Albert IT,0,vs.,Alaska Anchorage,alaska-anchorage,/team/alaska-anchorage/mens-hockey/,Alaska Anchorage,9,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,12:00 ET,Wilfrid Laurier,,,Wilfrid Laurier,3,@,Bowling Green,bowling-green,/team/bowling-green/mens-hockey/,Bowling Green,7,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,St. Francis Xavier,,,St. Francis Xavier,2,@,(1) Boston University,boston-university,/team/boston-university/mens-hockey/,(1) Boston University,2,OT,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 MT,Calgary,,,Calgary,2,@,Colorado College,colorado-college,/team/colorado-college/mens-hockey/,Colorado College,4,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,Toronto,,,Toronto,1,@,Clarkson,clarkson,/team/clarkson/mens-hockey/,Clarkson,6,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,Waterloo,,,Waterloo,3,@,Colgate,colgate,/team/colgate/mens-hockey/,Colgate,6,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 ET,Nipissing,,,Nipissing,1,@,Lake Superior,lake-superior,/team/lake-superior/mens-hockey/,Lake Superior,7,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 CT,Lethbridge,,,Lethbridge,3,@,Minnesota State,minnesota-state,/team/minnesota-state/mens-hockey/,Minnesota State,4,OT,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 ET,Ryerson,,,Ryerson,1,@,Michigan Tech,michigan-tech,/team/michigan-tech/mens-hockey/,Michigan Tech,3,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,8:05 ET,Windsor,,,Windsor,2,@,(13) Miami,miami,/team/miami/mens-hockey/,(13) Miami,6,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,1:00 ET,York,,,York,2,@,Niagara,niagara,/team/niagara/mens-hockey/,Niagara,5,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,St. Thomas (NB),,,St. Thomas (NB),5,@,(6) Northeastern,northeastern,/team/northeastern/mens-hockey/,(6) Northeastern,7,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,PEI,,,PEI,3,@,Rensselaer,rensselaer,/team/rensselaer/mens-hockey/,Rensselaer,3,OT,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 AT,So. Alberta IT,,,So. Alberta IT,1,@,Alaska,alaska,/team/alaska/mens-hockey/,Alaska,6,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 ET,Royal Military Col,,,Royal Military Col,2,@,Connecticut,connecticut,/team/connecticut/mens-hockey/,Connecticut,7,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:35 ET,US Under-18 Team,,,US Under-18 Team,2,@,(3) Michigan,michigan,/team/michigan/mens-hockey/,(3) Michigan,4,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,6:00 ET,New Brunswick,,,New Brunswick,3,@,Massachusetts,massachusetts,/team/massachusetts/mens-hockey/,Massachusetts,2,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:05 CT,British Columbia,,,British Columbia,0,@,(8) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/mens-hockey/,(8) Minnesota Duluth,4,,,EX,Game Summary,
2010,Sat.,20091003,10/3/2009,7:00 ET,Acadia,,,Acadia,1,@,(12) New Hampshire,new-hampshire,/team/new-hampshire/mens-hockey/,(12) New Hampshire,8,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,5:00 ET,St. Francis Xavier,,,St. Francis Xavier,1,@,(20) Boston College,boston-college,/team/boston-college/mens-hockey/,(20) Boston College,4,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,6:05 MT,Calgary,,,Calgary,2,@,(4) Denver,denver,/team/denver/mens-hockey/,(4) Denver,3,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,2:05 ET,Wilfrid Laurier,,,Wilfrid Laurier,3,@,Ferris State,ferris-state,/team/ferris-state/mens-hockey/,Ferris State,1,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,3:00 ET,Royal Military Col,,,Royal Military Col,3,@,Holy Cross,holy-cross,/team/holy-cross/mens-hockey/,Holy Cross,12,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,4:05 ET,Ontario IT,,,Ontario IT,2,@,Mercyhurst,mercyhurst,/team/mercyhurst/mens-hockey/,Mercyhurst,3,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,2:05 ET,Ryerson,,,Ryerson,2,@,Northern Michigan,northern-michigan,/team/northern-michigan/mens-hockey/,Northern Michigan,11,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,12:05 ET,Western Ontario,,,Western Ontario,3,@,(14) Ohio State,ohio-state,/team/ohio-state/mens-hockey/,(14) Ohio State,2,OT,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,4:00 ET,PEI,,,PEI,3,@,Quinnipiac,quinnipiac,/team/quinnipiac/mens-hockey/,Quinnipiac,4,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,2:05 ET,York,,,York,2,@,RIT,rit,/team/rit/mens-hockey/,RIT,3,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,5:05 CT,Lethbridge,,,Lethbridge,3,@,St. Cloud State,st-cloud-state,/team/st-cloud-state/mens-hockey/,St. Cloud State,4,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,3:30 ET,St. Thomas (PQ),,,St. Thomas (PQ),5,@,Sacred Heart,sacred-heart,/team/sacred-heart/mens-hockey/,Sacred Heart,3,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,4:00 ET,Toronto,,,Toronto,1,@,(15) St. Lawrence,st-lawrence,/team/st-lawrence/mens-hockey/,(15) St. Lawrence,2,,,EX,Game Summary,
2010,Sun.,20091004,10/4/2009,5:05 ET,Windsor,,,Windsor,2,@,(3) Michigan,michigan,/team/michigan/mens-hockey/,(3) Michigan,6,,,EX,Game Summary,
