2016,2016-04-13,,New York Rangers,/teams/NYR/2016.html,,Pittsburgh Penguins,/teams/PIT/2016.html,,,,,,,
2016,2016-04-13,,Chicago Blackhawks,/teams/CHI/2016.html,,St. Louis Blues,/teams/STL/2016.html,,,,,,,
2016,2016-04-13,,Detroit Red Wings,/teams/DET/2016.html,,Tampa Bay Lightning,/teams/TBL/2016.html,,,,,,,
2016,2016-04-14,,Minnesota Wild,/teams/MIN/2016.html,,Dallas Stars,/teams/DAL/2016.html,,,,,,,
2016,2016-04-14,,New York Islanders,/teams/NYI/2016.html,,Florida Panthers,/teams/FLA/2016.html,,,,,,,
2016,2016-04-14,,San Jose Sharks,/teams/SJS/2016.html,,Los Angeles Kings,/teams/LAK/2016.html,,,,,,,
2016,2016-04-14,,Philadelphia Flyers,/teams/PHI/2016.html,,Washington Capitals,/teams/WSH/2016.html,,,,,,,
2016,2016-04-15,,Nashville Predators,/teams/NSH/2016.html,,Anaheim Ducks,/teams/ANA/2016.html,,,,,,,
2016,2016-04-15,,New York Islanders,/teams/NYI/2016.html,,Florida Panthers,/teams/FLA/2016.html,,,,,,,
2016,2016-04-15,,Chicago Blackhawks,/teams/CHI/2016.html,,St. Louis Blues,/teams/STL/2016.html,,,,,,,
2016,2016-04-15,,Detroit Red Wings,/teams/DET/2016.html,,Tampa Bay Lightning,/teams/TBL/2016.html,,,,,,,
2016,2016-04-16,,Minnesota Wild,/teams/MIN/2016.html,,Dallas Stars,/teams/DAL/2016.html,,,,,,,
2016,2016-04-16,,San Jose Sharks,/teams/SJS/2016.html,,Los Angeles Kings,/teams/LAK/2016.html,,,,,,,
2016,2016-04-16,,New York Rangers,/teams/NYR/2016.html,,Pittsburgh Penguins,/teams/PIT/2016.html,,,,,,,
2016,2016-04-16,,Philadelphia Flyers,/teams/PHI/2016.html,,Washington Capitals,/teams/WSH/2016.html,,,,,,,
2016,2016-04-17,,Nashville Predators,/teams/NSH/2016.html,,Anaheim Ducks,/teams/ANA/2016.html,,,,,,,
2016,2016-04-17,,St. Louis Blues,/teams/STL/2016.html,,Chicago Blackhawks,/teams/CHI/2016.html,,,,,,,
2016,2016-04-17,,Tampa Bay Lightning,/teams/TBL/2016.html,,Detroit Red Wings,/teams/DET/2016.html,,,,,,,
2016,2016-04-17,,Florida Panthers,/teams/FLA/2016.html,,New York Islanders,/teams/NYI/2016.html,,,,,,,
2016,2016-04-18,,Dallas Stars,/teams/DAL/2016.html,,Minnesota Wild,/teams/MIN/2016.html,,,,,,,
2016,2016-04-18,,Washington Capitals,/teams/WSH/2016.html,,Philadelphia Flyers,/teams/PHI/2016.html,,,,,,,
