1990,Quebec Nordiques,Owen Nolan,/players/n/nolanow01.html,GB,,RW,18,2010,Cornwall (OHL),1200,422,463,885,-40,1793,,,,,,
1990,Vancouver Canucks,Petr Nedved,/players/n/nedvepe01.html,CZ,,C,18,2007,Seattle (WHL),982,310,407,717,-21,708,,,,,,
1990,Detroit Red Wings,Keith Primeau,/players/p/primeke02.html,CA,,C,18,2006,Niagara Falls (OHL),909,266,353,619,124,1541,,,,,,
1990,Philadelphia Flyers,Mike Ricci,/players/r/riccimi01.html,CA,,C,18,2007,Peterborough (OHL),1099,243,362,605,-20,974,,,,,,
1990,Pittsburgh Penguins,Jaromir Jagr,/players/j/jagrja01.html,CZ,,RW,18,2017,Poldi Kladno,1711,765,1149,1914,316,1157,,,,,,
1990,New York Islanders,Scott Scissons,/players/s/scisssc01.html,CA,,C,18,1994,Saskatoon (WHL),2,0,0,0,0,0,,,,,,
1990,Los Angeles Kings,Darryl Sydor,/players/s/sydorda01.html,CA,,D,18,2010,Kamloops (WHL),1291,98,409,507,21,755,,,,,,
1990,Minnesota North Stars,Derian Hatcher,/players/h/hatchde01.html,US,,D,18,2008,North Bay (OHL),1045,80,251,331,74,1581,,,,,,
1990,Washington Capitals,John Slaney,/players/s/slanejo01.html,CA,,D,18,2004,Cornwall (OHL),268,22,69,91,-26,99,,,,,,
1990,Toronto Maple Leafs,Drake Berehowsky,/players/b/berehdr01.html,CA,,D,18,2004,Kingston (OHL),549,37,112,149,-48,848,,,,,,
1990,Calgary Flames,Trevor Kidd,/players/k/kiddtr01.html,CA,,G,18,2004,Brandon (WHL),387,0,13,13,0,36,387,140,162,52,.901,2.84
1990,Montreal Canadiens,Turner Stevenson,/players/s/stevetu01.html,CA,,RW,18,2006,Seattle (WHL),644,75,115,190,-9,969,,,,,,
1990,New York Rangers,Michael Stewart,,CA,,D,,,Michigan State (CCHA),,,,,,,,,,,,
1990,Buffalo Sabres,Brad May,/players/m/maybr01.html,CA,,LW,18,2010,Niagara Falls (OHL),1041,127,161,288,-21,2248,,,,,,
1990,Hartford Whalers,Mark Greig,/players/g/greigma01.html,CA,,RW,20,2003,Lethbridge (WHL),125,13,27,40,-9,90,,,,,,
1990,Chicago Blackhawks,Karl Dykhuis,/players/d/dykhuka01.html,CA,,D,18,2004,Hull (QMJHL),644,42,91,133,8,495,,,,,,
1990,Edmonton Oilers,Scott Allison,,CA,,C,,,Prince Albert (WHL),,,,,,,,,,,,
1990,Vancouver Canucks,Shawn Antoski,/players/a/antossh01.html,CA,,LW,20,1998,North Bay (OHL),183,3,5,8,-20,599,,,,,,
1990,Winnipeg Jets,Keith Tkachuk,/players/t/tkachke01.html,US,,LW,18,2010,Malden Catholic (High-MA),1201,538,527,1065,33,2219,,,,,,
1990,New Jersey Devils,Martin Brodeur,/players/b/brodema01.html,CA,,G,18,2015,St. Hyacinthe (QMJHL),1266,2,45,47,0,122,1266,691,397,154,.912,2.24
1990,Boston Bruins,Bryan Smolinski,/players/s/smolibr01.html,US,,C,18,2008,Michigan State (CCHA),1056,274,377,651,46,606,,,,,,
1990,Quebec Nordiques,Ryan Hughes,/players/h/hughery01.html,CA,,C,18,1996,Cornell (ECAC),3,0,0,0,0,0,,,,,,
1990,Vancouver Canucks,Jiri Slegr,/players/s/slegrji01.html,CZ,,D,19,2006,CHZ Litvinov,622,56,193,249,32,838,,,,,,
1990,New Jersey Devils,David Harlock,/players/h/harloda01.html,CA,,D,19,2002,Michigan (CCHA),212,2,14,16,-55,188,,,,,,
1990,Philadelphia Flyers,Chris Simon,/players/s/simonch01.html,CA,,LW,18,2008,Ottawa (OHL),782,144,161,305,28,1824,,,,,,
1990,Calgary Flames,Nicolas Perreault,,CA,,D,,,Hawkesbury Jr. A,,,,,,,,,,,,
1990,New York Islanders,Chris Taylor,/players/t/tayloch01.html,CA,,C,18,2004,London (OHL),149,11,21,32,-5,48,,,,,,
1990,Los Angeles Kings,Brandy Semchuk,/players/s/semchbr01.html,CA,,RW,18,1993,Canadian National,1,0,0,0,0,2,,,,,,
1990,New Jersey Devils,Chris Gotziaman,,US,,RW,,,Roseau (High-MN),,,,,,,,,,,,
1990,Washington Capitals,Rod Pasma,,CA,,D,,,Cornwall (OHL),,,,,,,,,,,,
1990,Toronto Maple Leafs,Felix Potvin,/players/p/potvife01.html,CA,,G,19,2004,Chicoutimi (QMJHL),635,0,16,16,0,82,635,266,260,85,.905,2.76
1990,Calgary Flames,Vesa Viitakoski,/players/v/viitave01.html,FI,,LW,19,1996,SaiPa,23,2,4,6,-2,8,,,,,,
1990,St. Louis Blues,Craig Johnson,/players/j/johnscr01.html,US,,LW,18,2004,Hill-Murray (High-MN),557,75,98,173,-33,260,,,,,,
1990,New York Rangers,Doug Weight,/players/w/weighdo01.html,US,,C,19,2011,Lake Superior State (CCHA),1238,278,755,1033,-58,970,,,,,,
1990,Winnipeg Jets,Mike Muller,,US,,D,,,Wayzata (High-MN),,,,,,,,,,,,
1990,Hartford Whalers,Geoff Sanderson,/players/s/sandege01.html,CA,,LW,18,2008,Swift Current (WHL),1104,355,345,700,-100,511,,,,,,
1990,Chicago Blackhawks,Ivan Droppa,/players/d/droppiv01.html,SK,,D,18,1996,Kosice Jr.,19,0,1,1,4,14,,,,,,
1990,Edmonton Oilers,Alexandre Legault,,CA,,RW,,,Boston University (H-East),,,,,,,,,,,,
1990,Montreal Canadiens,Ryan Kuwabara,,CA,,RW,,,Ottawa (OHL),,,,,,,,,,,,
1990,Philadelphia Flyers,Mikael Renberg,/players/r/renbemi01.html,SE,,RW,18,2004,Pitea,661,190,274,464,54,372,,,,,,
1990,Calgary Flames,Etienne Belzile,,CA,,D,,,Cornell (ECAC),,,,,,,,,,,,
1990,Philadelphia Flyers,Terran Sandwith,/players/s/sandwte01.html,CA,,D,18,1998,Tri-City (WHL),8,0,0,0,-4,6,,,,,,
1990,Quebec Nordiques,Brad Zavisha,/players/z/zavisbr01.html,CA,,LW,18,1994,Seattle (WHL),2,0,0,0,-2,0,,,,,,
1990,Philadelphia Flyers,Kimbi Daniels,/players/d/danieki01.html,CA,,C,18,1992,Swift Current (WHL),27,1,2,3,-6,4,,,,,,
1990,Detroit Red Wings,Vyacheslav Kozlov,/players/k/kozlovy01.html,RU,,LW,18,2010,Khimik Voskresensk,1182,356,497,853,96,704,,,,,,
1990,Philadelphia Flyers,Bill Armstrong,,CA,,D,,,Oshawa (OHL),,,,,,,,,,,,
1990,Philadelphia Flyers,Chris Therien,/players/t/therich01.html,CA,,D,18,2006,Northwood School (High-NY),764,29,130,159,130,585,,,,,,
1990,New York Islanders,Dan Plante,/players/p/plantda01.html,US,,RW,18,1998,Edina (High-MN),159,9,14,23,-31,135,,,,,,
1990,Los Angeles Kings,Bill Berg,,CA,,LW,,,Belleville (OHL),,,,,,,,,,,,
1990,Minnesota North Stars,Laurie Billeck,,CA,,D,,,Prince Albert (WHL),,,,,,,,,,,,
1990,Washington Capitals,Chris Longo,,CA,,RW,,,Peterborough (OHL),,,,,,,,,,,,
1990,Philadelphia Flyers,Al Kinisky,,CA,,LW,,,Seattle (WHL),,,,,,,,,,,,
1990,New Jersey Devils,Mike Dunham,/players/d/dunhami01.html,US,,G,18,2007,Canterbury (High-CT),394,0,5,5,0,16,394,141,178,44,.908,2.74
1990,St. Louis Blues,Patrice Tardif,/players/t/tardipa01.html,CA,,C,19,1996,Lennoxville,65,7,11,18,-7,78,,,,,,
1990,New York Rangers,John Vary,,CA,,D,,,North Bay (OHL),,,,,,,,,,,,
1990,New Jersey Devils,Brad Bombardir,/players/b/bombabr01.html,CA,,D,18,2004,Powell River Jr. A,356,8,46,54,-5,127,,,,,,
1990,Hartford Whalers,Mike Lenarduzzi,/players/l/lenarmi01.html,CA,,G,18,1994,Sault Ste. Marie (OHL),4,0,0,0,0,0,4,1,1,1,.899,3.17
1990,Montreal Canadiens,Charles Poulin,,CA,,C,,,St. Hyacinthe (QMJHL),,,,,,,,,,,,
1990,Edmonton Oilers,Joe Crowley,,US,,LW,,,Lawrence Academy (High-MA),,,,,,,,,,,,
1990,Montreal Canadiens,Robert Guillet,,CA,,RW,,,Longueuil,,,,,,,,,,,,
1990,Pittsburgh Penguins,Joe Dziedzic,/players/d/dziedjo01.html,US,,LW,18,1999,Edison (High-MN),130,14,14,28,-11,131,,,,,,
1990,Calgary Flames,Glen Mears,,US,,D,,,Rochester Jr. A,,,,,,,,,,,,
1990,Boston Bruins,Cam Stewart,/players/s/stewaca01.html,CA,,LW,18,2001,Elmira Jr. B,202,16,23,39,-15,120,,,,,,
1990,New Jersey Devils,Mike Bodnarchuk,,CA,,RW,,,Kingston (OHL),,,,,,,,,,,,
1990,Vancouver Canucks,Darin Bader,,CA,,LW,,,Saskatoon (WHL),,,,,,,,,,,,
1990,Detroit Red Wings,Stewart Malgunas,/players/m/malgust01.html,CA,,D,20,2000,Seattle (WHL),129,1,5,6,-10,144,,,,,,
1990,Edmonton Oilers,Joel Blain,,CA,,LW,,,Hull (QMJHL),,,,,,,,,,,,
1990,Pittsburgh Penguins,Chris Tamer,/players/t/tamerch01.html,US,,D,19,2004,Michigan (CCHA),644,21,64,85,-75,1183,,,,,,
1990,New York Rangers,Jeff Nielsen,/players/n/nielsje01.html,US,,RW,18,2001,Grand Rapids (High-MN),252,20,27,47,-26,70,,,,,,
1990,Minnesota North Stars,Cal McGowan,,US,,C,,,Kamloops (WHL),,,,,,,,,,,,
1990,Minnesota North Stars,Frank Kovacs,,CA,,LW,,,Regina (WHL),,,,,,,,,,,,
1990,Washington Capitals,Randy Pearce,,CA,,LW,,,Kitchener (OHL),,,,,,,,,,,,
1990,Toronto Maple Leafs,Darby Hendrickson,/players/h/hendrda01.html,US,,C,18,2004,Richfield (High-MN),518,65,64,129,-109,370,,,,,,
1990,Winnipeg Jets,Roman Meluzin,,CZ,,RW,,,Zetor Brno,,,,,,,,,,,,
1990,Winnipeg Jets,Scott Levins,/players/l/levinsc01.html,US,,C/RW,20,1998,Tri-City (WHL),124,13,20,33,-28,316,,,,,,
1990,New York Rangers,Rick Willis,,US,,LW,,,Pingree (High-MA),,,,,,,,,,,,
1990,Winnipeg Jets,Alex Zhamnov,/players/z/zhamnal01.html,RU,,C,19,2006,Dynamo Moscow (Russia),807,249,470,719,10,668,,,,,,
1990,Hartford Whalers,Chris Bright,,CA,,C,,,Moose Jaw (WHL),,,,,,,,,,,,
1990,Chicago Blackhawks,Chris Tucker,,US,,C,,,Jefferson (High-MN),,,,,,,,,,,,
1990,Toronto Maple Leafs,Greg Walters,,CA,,C,,,Ottawa (OHL),,,,,,,,,,,,
1990,Montreal Canadiens,Gilbert Dionne,/players/d/dionngi01.html,CA,,LW,19,1996,Kitchener (OHL),223,61,79,140,-3,108,,,,,,
1990,Buffalo Sabres,Brian McCarthy,,US,,C,,,Pingree (High-MA),,,,,,,,,,,,
