1990,Calgary Flames,Paul Kruse,/players/k/krusepa01.html,CA,,LW,20,2001,Kamloops (WHL),423,38,33,71,-18,1074,,,,,,
1990,Boston Bruins,Jerome Buckley,,US,,RW,,,Northwood School (High-NY),,,,,,,,,,,,
1990,New York Rangers,Sergei Zubov,/players/z/zubovse01.html,RU,,D,20,2009,CSKA Moscow (Russia),1068,152,619,771,148,337,,,,,,
1990,Vancouver Canucks,Gino Odjick,/players/o/odjicgi01.html,CA,,RW,20,2002,Laval (QMJHL),605,64,73,137,-21,2567,,,,,,
1990,Detroit Red Wings,Tony Burns,,US,,D,,,Duluth-Denfield (High-MN),,,,,,,,,,,,
1990,Philadelphia Flyers,Dan Kordic,/players/k/kordida01.html,CA,,LW,19,1999,Medicine Hat (WHL),197,4,8,12,-4,584,,,,,,
1990,Pittsburgh Penguins,Brian Farrell,,US,,C,,,Avon Old Farms (High-CT),,,,,,,,,,,,
1990,New York Islanders,Chris Marinucci,/players/m/marinch01.html,US,,C,18,1997,Grand Rapids (High-MN),13,1,4,5,-3,2,,,,,,
1990,Los Angeles Kings,David Goverde,/players/g/goverda01.html,CA,,G,20,1994,Sudbury (OHL),5,0,1,1,0,0,5,1,4,0,.808,6.26
1990,Minnesota North Stars,Enrico Ciccone,/players/c/ciccoen01.html,CA,,D,20,2001,Trois-Rivieres (QMJHL),374,10,18,28,-11,1469,,,,,,
1990,Washington Capitals,Brian Sakic,,CA,,C,,,Tri-City (WHL),,,,,,,,,,,,
1990,Washington Capitals,Mark Ouimet,,CA,,C,,,Michigan (CCHA),,,,,,,,,,,,
1990,New Jersey Devils,Dean Malkoc,/players/m/malkode01.html,CA,,D,20,1999,Kamloops (WHL),116,1,3,4,-33,299,,,,,,
1990,St. Louis Blues,Jason Ruff,/players/r/ruffja01.html,CA,,LW,20,1994,Lethbridge (WHL),14,3,3,6,1,10,,,,,,
1990,Buffalo Sabres,Richard Smehlik,/players/s/smehlri01.html,CZ,,D,20,2003,TJ Vitkovice,644,49,146,195,62,415,,,,,,
1990,Winnipeg Jets,Craig Martin,/players/m/marticr01.html,CA,,RW,19,1997,Hull (QMJHL),21,0,1,1,-4,24,,,,,,
1990,New York Rangers,Lubos Rob,,CZ,,C,,,Ceske Budejovice,,,,,,,,,,,,
1990,Buffalo Sabres,Todd Bojcun,,CA,,G,,,Peterborough (OHL),,,,,,,,,,,,
1990,Edmonton Oilers,Greg Louder,,US,,G,,,Cushing Academy (High-MA),,,,,,,,,,,,
1990,Montreal Canadiens,Paul DiPietro,/players/d/dipiepa01.html,CA,,C,20,1997,Sudbury (OHL),192,31,49,80,0,96,,,,,,
1990,Buffalo Sabres,Brad Pascall,,CA,,D,,,North Dakota (WCHA),,,,,,,,,,,,
1990,New Jersey Devils,Petr Kuchyna,,CZ,,D,,,Dukla Jihlava,,,,,,,,,,,,
1990,Boston Bruins,Mike Bales,/players/b/balesmi01.html,CA,,G,19,1997,Ohio State (CCHA),23,0,0,0,0,2,23,2,15,1,.869,4.13
1990,Quebec Nordiques,Jeff Parrott,,CA,,D,,,Minnesota-Duluth (WCHA),,,,,,,,,,,,
1990,Pittsburgh Penguins,Ian Moran,/players/m/morania01.html,US,,D,18,2007,Belmont Hill (High-MA),489,21,50,71,-43,321,,,,,,
1990,Detroit Red Wings,Claude Barthe,,CA,,D,,,Victoriaville (QMJHL),,,,,,,,,,,,
1990,Philadelphia Flyers,Viacheslav Butsayev,/players/b/butsavi01.html,RU,,C,20,2000,CSKA Moscow (Russia),132,17,26,43,-8,133,,,,,,
1990,Pittsburgh Penguins,Denis Casey,,CA,,G,,,Colorado College (WCHA),,,,,,,,,,,,
1990,New York Islanders,Joni Lehto,,FI,,D,,,Ottawa (OHL),,,,,,,,,,,,
1990,Los Angeles Kings,Erik Andersson,/players/a/anderer01.html,SE,,C,19,1998,Danderyd,12,2,1,3,-4,8,,,,,,
1990,Minnesota North Stars,Roman Turek,/players/t/turekro01.html,CZ,,G,20,2004,Ceske Budejovice Jr.,328,0,12,12,0,30,328,159,115,43,.907,2.31
1990,Washington Capitals,Andrei Kovalev,,RU,,RW,,,Dynamo Moscow (Russia),,,,,,,,,,,,
1990,Toronto Maple Leafs,Alexander Godynyuk,/players/g/godynal01.html,RU,,D,20,1997,Sokol Kiev,223,10,39,49,-8,224,,,,,,
1990,New Jersey Devils,Lubomir Kolnik,,CZ,,RW,,,Dukla Trencin,,,,,,,,,,,,
1990,St. Louis Blues,Kurtis Miller,,US,,LW,,,Rochester Jr. A,,,,,,,,,,,,
1990,New York Rangers,Jason Weinrich,,US,,D,,,Springfield Jr. B,,,,,,,,,,,,
1990,Winnipeg Jets,Daniel Jardemyr,,SE,,D,,,Uppsala,,,,,,,,,,,,
1990,Hartford Whalers,Cory Keenan,,US,,D,,,Kitchener (OHL),,,,,,,,,,,,
1990,Chicago Blackhawks,Brett Stickney,,US,,C,,,St. Paul's (High-NH),,,,,,,,,,,,
1990,Edmonton Oilers,Keijo Sailynoja,,FI,,LW,,,Jokerit Helsinki,,,,,,,,,,,,
1990,Montreal Canadiens,Craig Conroy,/players/c/conrocr01.html,US,,C,19,2011,Northwood School (High-NY),1009,182,360,542,98,603,,,,,,
1990,Chicago Blackhawks,Derek Edgerly,,US,,C,,,Stoneham (High-MA),,,,,,,,,,,,
1990,Calgary Flames,Chris Tschupp,,US,,C,,,Trinity-Pawling (High-NY),,,,,,,,,,,,
1990,Boston Bruins,Mark Woolf,,CA,,RW,,,Spokane (WHL),,,,,,,,,,,,
1990,Quebec Nordiques,Dwayne Norris,/players/n/norridw01.html,CA,,RW,20,1996,Michigan State (CCHA),20,2,4,6,2,8,,,,,,
1990,Vancouver Canucks,Daryl Filipek,,CA,,D,,,Ferris State (CCHA),,,,,,,,,,,,
1990,Detroit Red Wings,Jason York,/players/y/yorkja01.html,CA,,D,20,2007,Kitchener (OHL),757,42,187,229,2,621,,,,,,
1990,Pittsburgh Penguins,Mika Valila,,SE,,C,,,Tappara Tampere,,,,,,,,,,,,
1990,Pittsburgh Penguins,Ken Plaquin,,CA,,D,,,Michigan Tech (WCHA),,,,,,,,,,,,
1990,New York Islanders,Michael Guilbert,,US,,D,,,Governor Dummer (High-MA),,,,,,,,,,,,
1990,Los Angeles Kings,Robert Lang,/players/l/langro01.html,CZ,,C,19,2010,CHZ Litvinov,989,261,442,703,55,422,,,,,,
1990,Minnesota North Stars,Jeff Levy,,US,,G,,,Rochester Jr. A,,,,,,,,,,,,
1990,Washington Capitals,Roman Kontsek,,CZ,,RW,,,Dukla Trencin,,,,,,,,,,,,
1990,Toronto Maple Leafs,Eric Lacroix,/players/l/lacroer01.html,CA,,LW,19,2001,Governor Dummer (High-MA),472,67,70,137,-23,361,,,,,,
1990,New Jersey Devils,Chris McAlpine,/players/m/mcalpch01.html,US,,D,18,2003,Roseville (High-MN),289,6,24,30,7,245,,,,,,
1990,St. Louis Blues,Wayne Conlan,,US,,C,,,Trinity-Pawling (High-NY),,,,,,,,,,,,
1990,New York Rangers,Brian Lonsinger,,US,,D,,,Choate Academy (High-CT),,,,,,,,,,,,
1990,Winnipeg Jets,John Lilley,/players/l/lillejo01.html,US,,RW,18,1996,Cushing Academy (High-MA),23,3,8,11,2,13,,,,,,
1990,Hartford Whalers,Jergus Baca,/players/b/bacaje01.html,CZ,,D,25,1992,VSZ Kosice,10,0,2,2,-4,14,,,,,,
1990,Buffalo Sabres,Viktor Gordiouk,/players/g/gordivi01.html,RU,,LW,20,1995,Krylja Sovetov,26,3,8,11,1,0,,,,,,
1990,Edmonton Oilers,Mike Power,,CA,,G,,,Western Michigan (CCHA),,,,,,,,,,,,
1990,Montreal Canadiens,Stephen Rohr,,US,,RW,,,Culver Military Academy (High-IN),,,,,,,,,,,,
1990,Pittsburgh Penguins,Pat Neaton,/players/n/neatopa01.html,US,,D,19,1994,Michigan (CCHA),9,1,1,2,3,12,,,,,,
1990,Calgary Flames,Dimitri Frolov,,RU,,D,,,Dynamo Moscow (Russia),,,,,,,,,,,,
1990,Boston Bruins,Jim Mackey,,US,,D,,,Hotchkiss (High-CT),,,,,,,,,,,,
1990,Quebec Nordiques,Andrei Kovalenko,/players/k/kovalan01.html,RU,,RW,20,2001,CSKA Moscow (Russia),620,173,206,379,-28,389,,,,,,
1990,Vancouver Canucks,Paul O'Hagan,,CA,,D,,,Oshawa (OHL),,,,,,,,,,,,
1990,Detroit Red Wings,Wes McCauley,,CA,,D,,,Michigan State (CCHA),,,,,,,,,,,,
1990,Philadelphia Flyers,Patrik Englund,,SE,,LW,,,AIK Solna (Sweden),,,,,,,,,,,,
1990,Pittsburgh Penguins,Petteri Koskimaki,,FI,,C,,,Boston University (H-East),,,,,,,,,,,,
1990,New York Islanders,Sylvain Fleury,,CA,,LW,,,Longueuil,,,,,,,,,,,,
1990,Los Angeles Kings,Dean Hulett,,US,,RW,,,Lake Superior State (CCHA),,,,,,,,,,,,
1990,Minnesota North Stars,Doug Barrault,/players/b/barrado01.html,CA,,RW,20,1994,Lethbridge (WHL),4,0,0,0,-3,2,,,,,,
1990,Washington Capitals,Peter Bondra,/players/b/bondrpe01.html,UA,,RW,22,2007,Kosice,1081,503,389,892,74,761,,,,,,
1990,Toronto Maple Leafs,Dan Stiver,,CA,,RW,,,Michigan (CCHA),,,,,,,,,,,,
1990,Quebec Nordiques,Alexander Karpovtsev,/players/k/karpoal01.html,RU,,D,20,2006,Dynamo Moscow (Russia),596,34,154,188,47,430,,,,,,
1990,Washington Capitals,Steve Martell,,CA,,RW,,,London (OHL),,,,,,,,,,,,
1990,New York Rangers,Todd Hedlund,,US,,RW,,,Roseau (High-MN),,,,,,,,,,,,
1990,Winnipeg Jets,Henrik Andersson,,SE,,D,,,Vasteras,,,,,,,,,,,,
1990,Hartford Whalers,Martin D'Orsonnens,,CA,,D,,,Clarkson (ECAC),,,,,,,,,,,,
1990,Chicago Blackhawks,Hugo Belanger,,CA,,LW,,,Clarkson (ECAC),,,,,,,,,,,,
1990,Edmonton Oilers,Roman Mejzlik,,CZ,,LW/C,,,Dukla Jihlava,,,,,,,,,,,,
1990,Montreal Canadiens,Brent Fleetwood,,CA,,LW,,,Portland (WHL),,,,,,,,,,,,
1990,Buffalo Sabres,Milan Nedoma,,CZ,,D,,,Zetor Brno,,,,,,,,,,,,
1990,Calgary Flames,Shawn Murray,,US,,G,,,Hill-Murray (High-MN),,,,,,,,,,,,
1990,Boston Bruins,John Gruden,/players/g/grudejo01.html,US,,D,20,2004,Waterloo Jr. A,92,1,8,9,-4,46,,,,,,
1990,Quebec Nordiques,Pat Mazzoli,,CA,,G,,,Humboldt Jr. A,,,,,,,,,,,,
1990,Vancouver Canucks,Mark Cipriano,,CA,,RW,,,Victoria (WHL),,,,,,,,,,,,
1990,Detroit Red Wings,Anthony Gruba,,US,,RW,,,Hill-Murray (High-MN),,,,,,,,,,,,
1990,Philadelphia Flyers,Toni Porkka,,FI,,D,,,Lukko Rauma,,,,,,,,,,,,
1990,Pittsburgh Penguins,Ladislav Karabin,/players/k/karabla01.html,SK,,LW,20,1994,Slovan Bratislava,9,0,0,0,0,2,,,,,,
1990,New York Islanders,John Joyce,,US,,C,,,Avon Old Farms (High-CT),,,,,,,,,,,,
1990,Los Angeles Kings,Denis Leblanc,,CA,,C,,,St. Hyacinthe (QMJHL),,,,,,,,,,,,
1990,Minnesota North Stars,Joe Biondi,,US,,C,,,Minnesota-Duluth (WCHA),,,,,,,,,,,,
1990,Washington Capitals,Ken Klee,/players/k/kleeke01.html,US,,D,19,2009,Bowling Green (CCHA),934,55,140,195,30,880,,,,,,
1990,Toronto Maple Leafs,Robert Horyna,,CZ,,G,,,Dukla Jihlava,,,,,,,,,,,,
1990,New Jersey Devils,Jaroslav Modry,/players/m/modryja01.html,CZ,,D,19,2008,Ceske Budejovice,725,49,201,250,-23,510,,,,,,
1990,St. Louis Blues,Parris Duffus,/players/d/duffupa01.html,US,,G,20,1997,Melfort Jr. A,1,0,0,0,0,0,1,0,0,0,.875,2.07
1990,New York Rangers,Andrew Silverman,,US,,D,,,Beverly (High-MA),,,,,,,,,,,,
1990,Winnipeg Jets,Rauli Raitanen,,FI,,C,,,Assat Pori,,,,,,,,,,,,
1990,Hartford Whalers,Corey Osmak,,CA,,C,,,Nipawin Jr. A,,,,,,,,,,,,
1990,Chicago Blackhawks,Owen Lessard,,CA,,LW,,,Owen Sound (OHL),,,,,,,,,,,,
1990,Edmonton Oilers,Richard Zemlicka,,CZ,,W,,,Sparta Praha,,,,,,,,,,,,
1990,Montreal Canadiens,Derek Maguire,,US,,D,,,Delbarton (High-NJ),,,,,,,,,,,,
1990,Buffalo Sabres,Jason Winch,,CA,,LW,,,Niagara Falls (OHL),,,,,,,,,,,,
1990,Calgary Flames,Mike Murray,,US,,RW,,,Cushing Academy (High-MA),,,,,,,,,,,,
1990,Boston Bruins,Darren Wetherill,,CA,,D,,,Minot Jr. A,,,,,,,,,,,,
1990,Quebec Nordiques,Scott Davis,,CA,,D,,,U. of Manitoba,,,,,,,,,,,,
1990,Vancouver Canucks,Troy Neumier,,CA,,D,,,Prince Albert (WHL),,,,,,,,,,,,
1990,Detroit Red Wings,Travis Tucker,,US,,D,,,Avon Old Farms (High-CT),,,,,,,,,,,,
1990,Philadelphia Flyers,Greg Hanson,,US,,D,,,Bloomington-Kennedy (High-MN),,,,,,,,,,,,
1990,Pittsburgh Penguins,Timothy Fingerhut,,US,,LW,,,Canterbury (High-CT),,,,,,,,,,,,
1990,New York Islanders,Richard Enga,,DE,,C,,,Culver Military Academy (High-IN),,,,,,,,,,,,
1990,Los Angeles Kings,Patrik Ross,,SE,,RW,,,HV 71 Jonkoping,,,,,,,,,,,,
1990,Minnesota North Stars,Troy Binnie,,CA,,RW,,,Ottawa (OHL),,,,,,,,,,,,
1990,Washington Capitals,Michael Boback,,US,,C,,,Providence (H-East),,,,,,,,,,,,
1990,Toronto Maple Leafs,Rob Chebator,,US,,D,,,Arlington Catholic (High-MA),,,,,,,,,,,,
1990,New Jersey Devils,Corey Schwab,/players/s/schwaco01.html,CA,,G,19,2004,Seattle (WHL),147,0,6,6,0,53,147,42,63,13,.896,2.89
1990,St. Louis Blues,Steve Widmeyer,,CA,,RW,,,U. of Maine (H-East),,,,,,,,,,,,
1990,New York Rangers,Jon Hillebrandt,,US,,G,,,Monona Grove (High-NY),,,,,,,,,,,,
1990,Winnipeg Jets,Mika Alatalo,/players/a/alatami01.html,FI,,LW,19,2001,KooKoo Kouvola,152,17,29,46,-2,58,,,,,,
1990,Hartford Whalers,Espen Knutsen,/players/k/knutses01.html,NO,,C,18,2004,Valerengen,207,30,81,111,-61,105,,,,,,
1990,Chicago Blackhawks,Erik Peterson,,US,,C,,,Brockton (High-MA),,,,,,,,,,,,
1990,Edmonton Oilers,Petr Korinek,,CZ,,C,,,Skoda Plzen,,,,,,,,,,,,
1990,Montreal Canadiens,Mark Kettelhut,,US,,D,,,Duluth East (High-MN),,,,,,,,,,,,
1990,Buffalo Sabres,Sylvain Naud,,CA,,RW,,,Laval (QMJHL),,,,,,,,,,,,
1990,Calgary Flames,Rob Sumner,,CA,,D,,,Victoria (WHL),,,,,,,,,,,,
1990,Boston Bruins,Dean Capuano,,US,,D,,,Mount St. Charles (High-RI),,,,,,,,,,,,
1990,Quebec Nordiques,Mika Stromberg,,FI,,D,,,Jokerit Helsinki,,,,,,,,,,,,
1990,Vancouver Canucks,Tyler Ertel,,CA,,C,,,North Bay (OHL),,,,,,,,,,,,
1990,Detroit Red Wings,Brett Larson,,US,,D,,,Duluth-Denfield (High-MN),,,,,,,,,,,,
1990,Philadelphia Flyers,Tommy Soderstrom,/players/s/soderto01.html,SE,,G,21,1997,Djurgarden,156,0,2,2,0,13,156,45,69,19,.884,3.63
1990,Pittsburgh Penguins,Michael Thompson,,CA,,RW,,,Michigan State (CCHA),,,,,,,,,,,,
1990,New York Islanders,Martin Lacroix,,CA,,RW,,,St. Lawrence (ECAC),,,,,,,,,,,,
1990,Los Angeles Kings,K.J.(Kevin) White,,CA,,C,,,Windsor (OHL),,,,,,,,,,,,
1990,Minnesota North Stars,Ole-Eskild Dahlstrom,,NO,,C,,,Furuset,,,,,,,,,,,,
1990,Washington Capitals,Alan Brown,,CA,,D,,,Colgate (ECAC),,,,,,,,,,,,
1990,Toronto Maple Leafs,Scott Malone,,US,,D,,,Northfield-Mt. Hermon (High-MA),,,,,,,,,,,,
1990,New Jersey Devils,Valeri Zelepukin,/players/z/zelepva01.html,RU,,LW,21,2001,Khimik Voskresensk,595,117,177,294,30,527,,,,,,
1990,St. Louis Blues,Joe Hawley,,CA,,RW,,,Peterborough (OHL),,,,,,,,,,,,
1990,New York Rangers,Brett Lievers,,US,,C,,,Wayzata (High-MN),,,,,,,,,,,,
1990,Winnipeg Jets,Sergei Selyanin,,RU,,D,,,Khimik Voskresensk,,,,,,,,,,,,
