1988,1988-04-06,/boxscores/198804060BOS.html,Buffalo Sabres,/teams/BUF/1988.html,3,Boston Bruins,/teams/BOS/1988.html,7,,,,
1988,1988-04-06,/boxscores/198804060CGY.html,Los Angeles Kings,/teams/LAK/1988.html,2,Calgary Flames,/teams/CGY/1988.html,9,,,,
1988,1988-04-06,/boxscores/198804060DET.html,Toronto Maple Leafs,/teams/TOR/1988.html,6,Detroit Red Wings,/teams/DET/1988.html,2,,,,
1988,1988-04-06,/boxscores/198804060EDM.html,Winnipeg Jets,/teams/WIN/1988.html,4,Edmonton Oilers,/teams/EDM/1988.html,7,,,,
1988,1988-04-06,/boxscores/198804060MTL.html,Hartford Whalers,/teams/HAR/1988.html,3,Montreal Canadiens,/teams/MTL/1988.html,4,,,,
1988,1988-04-06,/boxscores/198804060NYI.html,New Jersey Devils,/teams/NJD/1988.html,3,New York Islanders,/teams/NYI/1988.html,4,OT,,,
1988,1988-04-06,/boxscores/198804060STL.html,Chicago Blackhawks,/teams/CHI/1988.html,1,St. Louis Blues,/teams/STL/1988.html,4,,,,
1988,1988-04-06,/boxscores/198804060WSH.html,Philadelphia Flyers,/teams/PHI/1988.html,4,Washington Capitals,/teams/WSH/1988.html,2,,,,
1988,1988-04-07,/boxscores/198804070BOS.html,Buffalo Sabres,/teams/BUF/1988.html,1,Boston Bruins,/teams/BOS/1988.html,4,,,,
1988,1988-04-07,/boxscores/198804070CGY.html,Los Angeles Kings,/teams/LAK/1988.html,4,Calgary Flames,/teams/CGY/1988.html,6,,,,
1988,1988-04-07,/boxscores/198804070DET.html,Toronto Maple Leafs,/teams/TOR/1988.html,2,Detroit Red Wings,/teams/DET/1988.html,6,,,,
1988,1988-04-07,/boxscores/198804070EDM.html,Winnipeg Jets,/teams/WIN/1988.html,2,Edmonton Oilers,/teams/EDM/1988.html,3,,,,
1988,1988-04-07,/boxscores/198804070MTL.html,Hartford Whalers,/teams/HAR/1988.html,3,Montreal Canadiens,/teams/MTL/1988.html,7,,,,
1988,1988-04-07,/boxscores/198804070NYI.html,New Jersey Devils,/teams/NJD/1988.html,3,New York Islanders,/teams/NYI/1988.html,2,,,,
1988,1988-04-07,/boxscores/198804070STL.html,Chicago Blackhawks,/teams/CHI/1988.html,2,St. Louis Blues,/teams/STL/1988.html,3,,,,
1988,1988-04-07,/boxscores/198804070WSH.html,Philadelphia Flyers,/teams/PHI/1988.html,4,Washington Capitals,/teams/WSH/1988.html,5,,,,
1988,1988-04-09,/boxscores/198804090BUF.html,Boston Bruins,/teams/BOS/1988.html,2,Buffalo Sabres,/teams/BUF/1988.html,6,,,,
1988,1988-04-09,/boxscores/198804090CHI.html,St. Louis Blues,/teams/STL/1988.html,3,Chicago Blackhawks,/teams/CHI/1988.html,6,,,,
1988,1988-04-09,/boxscores/198804090HAR.html,Montreal Canadiens,/teams/MTL/1988.html,4,Hartford Whalers,/teams/HAR/1988.html,3,,,,
1988,1988-04-09,/boxscores/198804090LAK.html,Calgary Flames,/teams/CGY/1988.html,2,Los Angeles Kings,/teams/LAK/1988.html,5,,,,
1988,1988-04-09,/boxscores/198804090NJD.html,New York Islanders,/teams/NYI/1988.html,0,New Jersey Devils,/teams/NJD/1988.html,3,,,,
1988,1988-04-09,/boxscores/198804090PHI.html,Washington Capitals,/teams/WSH/1988.html,3,Philadelphia Flyers,/teams/PHI/1988.html,4,,,,
1988,1988-04-09,/boxscores/198804090TOR.html,Detroit Red Wings,/teams/DET/1988.html,6,Toronto Maple Leafs,/teams/TOR/1988.html,3,,,,
1988,1988-04-09,/boxscores/198804090WIN.html,Edmonton Oilers,/teams/EDM/1988.html,4,Winnipeg Jets,/teams/WIN/1988.html,6,,,,
1988,1988-04-10,/boxscores/198804100BUF.html,Boston Bruins,/teams/BOS/1988.html,5,Buffalo Sabres,/teams/BUF/1988.html,6,OT,,,
1988,1988-04-10,/boxscores/198804100CHI.html,St. Louis Blues,/teams/STL/1988.html,6,Chicago Blackhawks,/teams/CHI/1988.html,5,,,,
1988,1988-04-10,/boxscores/198804100HAR.html,Montreal Canadiens,/teams/MTL/1988.html,5,Hartford Whalers,/teams/HAR/1988.html,7,,,,
1988,1988-04-10,/boxscores/198804100LAK.html,Calgary Flames,/teams/CGY/1988.html,7,Los Angeles Kings,/teams/LAK/1988.html,3,,,,
1988,1988-04-10,/boxscores/198804100NJD.html,New York Islanders,/teams/NYI/1988.html,5,New Jersey Devils,/teams/NJD/1988.html,4,OT,,,
1988,1988-04-10,/boxscores/198804100PHI.html,Washington Capitals,/teams/WSH/1988.html,4,Philadelphia Flyers,/teams/PHI/1988.html,5,OT,,,
1988,1988-04-10,/boxscores/198804100TOR.html,Detroit Red Wings,/teams/DET/1988.html,8,Toronto Maple Leafs,/teams/TOR/1988.html,0,,,,
1988,1988-04-10,/boxscores/198804100WIN.html,Edmonton Oilers,/teams/EDM/1988.html,5,Winnipeg Jets,/teams/WIN/1988.html,3,,,,
1988,1988-04-12,/boxscores/198804120BOS.html,Buffalo Sabres,/teams/BUF/1988.html,4,Boston Bruins,/teams/BOS/1988.html,5,,,,
