date_id,game_date,team_id,team_home,team_score,opponent_id,opponent_home,opponent_score
735176,20121104,    25, -1,  24,    21,  1,  20
735176,20121104,     2,  1,  19,     9, -1,  13
735177,20121105,    20,  1,  28,    24, -1,  13
735180,20121108,    14, -1,  27,    15,  1,  10
735183,20121111,    30,  1,  34,    26, -1,  24
735183,20121111,    18,  1,  34,    11, -1,  24
735183,20121111,    10, -1,  36,     5,  1,  14
735183,20121111,    20,  1,  31,     2, -1,  27
735183,20121111,     7,  1,  31,    21, -1,  13
735183,20121111,     3,  1,  55,    23, -1,  20
735183,20121111,    19,  1,  37,     4, -1,  31
735183,20121111,    31, -1,  37,    17,  1,   3
735183,20121111,    28,  1,  28,    22, -1,   7
735183,20121111,    29, -1,  24,    27,  1,  24
735183,20121111,     9, -1,  38,    24,  1,  23
735183,20121111,    13, -1,  13,     6,  1,   6
735184,20121112,    25,  1,  16,    16, -1,  13
735187,20121115,     4,  1,  19,    17, -1,  14
735190,20121118,     2,  1,  23,     1, -1,  19
735190,20121118,     7, -1,  28,    16,  1,   6
735190,20121118,    12, -1,  24,    11,  1,  20
735190,20121118,    13,  1,  43,    15, -1,  37
735190,20121118,    32,  1,  31,    24, -1,   6
735190,20121118,    19,  1,  59,    14, -1,  24
735190,20121118,    22, -1,  27,    29,  1,  13
735190,20121118,     9,  1,  23,     8, -1,  20
735190,20121118,    30, -1,  27,     5,  1,  21
735190,20121118,    20, -1,  38,    23,  1,  17
735190,20121118,    10,  1,  30,    26, -1,  23
735190,20121118,     3, -1,  13,    25,  1,  10
735191,20121119,    27,  1,  32,     6, -1,   7
735194,20121122,    13, -1,  34,    11,  1,  31
735194,20121122,    32, -1,  38,     9,  1,  31
735194,20121122,    19, -1,  49,    22,  1,  19
735197,20121125,     8,  1,  20,    25, -1,  14
735197,20121125,    10, -1,  17,    16,  1,   9
735197,20121125,     7,  1,  34,    23, -1,  10
735197,20121125,    17,  1,  24,    28, -1,  21
735197,20121125,    15,  1,  24,    31, -1,  19
735197,20121125,     2, -1,  24,    30,  1,  23
735197,20121125,    14,  1,  20,     4, -1,  13
735197,20121125,     6,  1,  28,    18, -1,  10
735197,20121125,     3, -1,  16,    26,  1,  13
735197,20121125,    29, -1,  31,     1,  1,  17
735197,20121125,    27, -1,  31,    20,  1,  21
735197,20121125,    21,  1,  38,    12, -1,  10
735198,20121126,     5, -1,  30,    24,  1,  22
735201,20121129,     2,  1,  23,    20, -1,  13
735204,20121202,     4,  1,  34,    15, -1,  18
735204,20121202,    14, -1,  35,    11,  1,  33
735204,20121202,    16,  1,  27,     5, -1,  21
735204,20121202,    22,  1,   7,     1, -1,   6
735204,20121202,    29,  1,  16,    27, -1,  13
735204,20121202,    13, -1,  24,    31,  1,  10
735204,20121202,    12,  1,  23,    18, -1,  14
735204,20121202,    19, -1,  23,    17,  1,  16
735204,20121202,    28, -1,  23,     6,  1,  17
735204,20121202,    10,  1,  31,    30, -1,  23
735204,20121202,     7, -1,  20,    26,  1,  13
735204,20121202,     8, -1,  20,    23,  1,  17
735204,20121202,    25, -1,  23,     3,  1,  20
735204,20121202,     9,  1,  38,    24, -1,  33
735205,20121203,    32,  1,  17,    21, -1,  16
735208,20121206,    10, -1,  26,    23,  1,  13
735211,20121209,    22, -1,  17,    15,  1,  10
735211,20121209,    14,  1,  27,    31, -1,  23
735211,20121209,     9, -1,  20,     7,  1,  19
735211,20121209,    26, -1,  34,    25,  1,  24
735211,20121209,    29, -1,  15,     4,  1,  12
735211,20121209,     8,  1,  30,    16, -1,   7
735211,20121209,    24, -1,  23,    30,  1,  21
735211,20121209,    32,  1,  31,     3, -1,  28
735211,20121209,     5,  1,  30,     2, -1,  20
735211,20121209,    18,  1,  21,     6, -1,  14
735211,20121209,    27,  1,  27,    17, -1,  13
735211,20121209,    28,  1,  58,     1, -1,   0
735211,20121209,    21,  1,  52,    20, -1,  27
735211,20121209,    12,  1,  27,    11, -1,  20
735212,20121210,    19,  1,  42,    13, -1,  14
735215,20121213,     7, -1,  34,    24,  1,  13
735218,20121216,     2,  1,  34,    21, -1,   0
735218,20121216,    13,  1,  29,    14, -1,  17
735218,20121216,    12, -1,  21,     6,  1,  13
735218,20121216,    10, -1,  34,     3,  1,  17
735218,20121216,    17,  1,  24,    15, -1,   3
735218,20121216,    32, -1,  38,     8,  1,  21
735218,20121216,    18, -1,  36,    29,  1,  22
735218,20121216,    20,  1,  41,    30, -1,   0
735218,20121216,     1,  1,  38,    11, -1,  10
735218,20121216,    28, -1,  50,     4,  1,  17
735218,20121216,     5, -1,  31,    26,  1,   7
735218,20121216,    23,  1,  15,    16, -1,   0
735218,20121216,     9,  1,  27,    25, -1,  24
735218,20121216,    27, -1,  41,    19,  1,  34
735219,20121217,    31,  1,  14,    22, -1,  10
735224,20121222,     2, -1,  31,    11,  1,  18
735225,20121223,    17,  1,  24,     4, -1,  10
735225,20121223,    29, -1,  28,    30,  1,  13
735225,20121223,     5,  1,  17,    23, -1,   6
735225,20121223,    32, -1,  27,    24,  1,  20
735225,20121223,    12,  1,  55,    31, -1,   7
735225,20121223,    20, -1,  34,     9,  1,  31
735225,20121223,    14, -1,  20,    16,  1,  13
735225,20121223,    19, -1,  23,    15,  1,  16
735225,20121223,    18, -1,  23,    13,  1,   6
735225,20121223,     7, -1,  13,    25,  1,  10
735225,20121223,     3,  1,  33,    21, -1,  14
735225,20121223,    10,  1,  34,     8, -1,  12
735225,20121223,    28,  1,  42,    27, -1,  13
735225,20121223,     6, -1,  28,     1,  1,  13
735225,20121223,    26, -1,  27,    22,  1,  17
735232,20121230,     4,  1,  28,    22, -1,   9
735232,20121230,    21,  1,  42,    24, -1,   7
735232,20121230,    31,  1,  38,    15, -1,  20
735232,20121230,     5, -1,  44,    20,  1,  38
735232,20121230,    14,  1,  28,    13, -1,  16
735232,20121230,    30, -1,  22,     2,  1,  17
735232,20121230,    25,  1,  24,     8, -1,  10
735232,20121230,    18,  1,  37,    12, -1,  34
735232,20121230,     7,  1,  23,     3, -1,  17
735232,20121230,     6, -1,  26,    11,  1,  24
735232,20121230,    19,  1,  28,    17, -1,   0
735232,20121230,    32,  1,  28,     9, -1,  18
735232,20121230,    10,  1,  38,    16, -1,   3
735232,20121230,    28,  1,  20,    29, -1,  13
735232,20121230,    27,  1,  27,     1, -1,  13
735232,20121230,    26,  1,  24,    23, -1,  21
735238,20130105,    13,  1,  19,     7, -1,  13
735238,20130105,    12,  1,  24,    18, -1,  10
735239,20130106,     3,  1,  24,    14, -1,   9
735239,20130106,    28, -1,  24,    32,  1,  14
735245,20130112,     3, -1,  38,    10,  1,  35
735245,20130112,    27,  1,  45,    12, -1,  31
735246,20130113,     2,  1,  30,    28, -1,  28
735246,20130113,    19,  1,  41,    13, -1,  28
735252,20130119,     3, -1,  28,    19,  1,  13
735253,20130120,    27, -1,  28,     2,  1,  24
735267,20130203,     3,  0,  34,    27,  0,  31
