date_id,game_date,team_id,team_home,team_score,opponent_id,opponent_home,opponent_score
735116,20120905,     9, -1,  24,    21,  1,  17
735120,20120909,    11,  1,  27,    29, -1,  23
735120,20120909,    19, -1,  34,    31,  1,  13
735120,20120909,    13,  1,  30,    17, -1,  10
735120,20120909,    22,  1,  48,     4, -1,  28
735120,20120909,     2, -1,  40,    16,  1,  24
735120,20120909,    18,  1,  26,    15, -1,  23
735120,20120909,    24, -1,  17,     8,  1,  16
735120,20120909,     6,  1,  41,    14, -1,  21
735120,20120909,    32, -1,  40,    20,  1,  32
735120,20120909,    30,  1,  16,     5, -1,  10
735120,20120909,     1,  1,  20,    28, -1,  16
735120,20120909,    27, -1,  30,    12,  1,  22
735120,20120909,    10,  1,  31,    25, -1,  19
735121,20120910,     3,  1,  44,     7, -1,  13
735121,20120910,    26, -1,  22,    23,  1,  14
735124,20120913,    12,  1,  23,     6, -1,  10
735127,20120916,    14,  1,  23,    18, -1,  20
735127,20120916,     1, -1,  20,    19,  1,  18
735127,20120916,     5,  1,  35,    20, -1,  27
735127,20120916,    13, -1,  27,    15,  1,   7
735127,20120916,    21,  1,  41,    30, -1,  34
735127,20120916,     7,  1,  34,     8, -1,  27
735127,20120916,    17,  1,  35,    23, -1,  13
735127,20120916,     4,  1,  35,    16, -1,  17
735127,20120916,    24,  1,  24,     3, -1,  23
735127,20120916,    29,  1,  31,    32, -1,  28
735127,20120916,    28,  1,  27,     9, -1,   7
735127,20120916,    26,  1,  38,    31, -1,  10
735127,20120916,    25,  1,  27,    22, -1,  10
735127,20120916,    27,  1,  27,    11, -1,  19
735128,20120917,     2,  1,  27,    10, -1,  21
735131,20120920,    21, -1,  36,     5,  1,   7
735134,20120923,    22, -1,  23,    17,  1,  20
735134,20120923,    16, -1,  27,    20,  1,  24
735134,20120923,     7, -1,  38,    32,  1,  31
735134,20120923,    31,  1,  44,    11, -1,  41
735134,20120923,    18,  1,  24,    27, -1,  13
735134,20120923,    15, -1,  22,    14,  1,  17
735134,20120923,     6,  1,  23,    29, -1,   6
735134,20120923,     4, -1,  24,     8,  1,  14
735134,20120923,     9,  1,  16,    30, -1,  10
735134,20120923,     2, -1,  27,    26,  1,   3
735134,20120923,     1,  1,  27,    24, -1,   6
735134,20120923,    23,  1,  34,    25, -1,  31
735134,20120923,    13, -1,  31,    10,  1,  25
735134,20120923,     3,  1,  31,    19, -1,  30
735135,20120924,    28,  1,  14,    12, -1,  12
735138,20120927,     3,  1,  23,     8, -1,  16
735141,20120930,    13,  1,  38,    31, -1,  14
735141,20120930,    19, -1,  52,     4,  1,  28
735141,20120930,    27, -1,  34,    22,  1,   0
735141,20120930,    29,  1,  19,    28, -1,  13
735141,20120930,     2,  1,  30,     5, -1,  28
735141,20120930,    18, -1,  20,    11,  1,  13
735141,20120930,    26, -1,  37,    16,  1,  20
735141,20120930,    10,  1,  37,    23, -1,   6
735141,20120930,     1,  1,  24,    17, -1,  21
735141,20120930,     7, -1,  27,    15,  1,  10
735141,20120930,    32, -1,  24,    30,  1,  22
735141,20120930,    12,  1,  28,    20, -1,  27
735141,20120930,    24,  1,  19,    21, -1,  17
735142,20121001,     6, -1,  34,     9,  1,  18
735145,20121004,    29,  1,  17,     1, -1,   3
735148,20121007,    18,  1,  30,    31, -1,   7
735148,20121007,    17, -1,  17,     7,  1,  13
735148,20121007,    21,  1,  41,     8, -1,  27
735148,20121007,    14,  1,  30,    12, -1,  27
735148,20121007,    25,  1,  16,    24, -1,  14
735148,20121007,     2, -1,  24,    32,  1,  17
735148,20121007,     3, -1,   9,    16,  1,   6
735148,20121007,     6, -1,  41,    15,  1,   3
735148,20121007,    28, -1,  16,     5,  1,  12
735148,20121007,    27,  1,  45,     4, -1,   3
735148,20121007,    19,  1,  31,    10, -1,  21
735148,20121007,    20,  1,  31,    26, -1,  24
735149,20121008,    13, -1,  23,    22,  1,  17
735152,20121011,    31,  1,  26,    25, -1,  23
735155,20121014,     3,  1,  31,     9, -1,  29
735155,20121014,    17,  1,  17,    29, -1,  14
735155,20121014,    11, -1,  26,    24,  1,  23
735155,20121014,     8,  1,  34,     7, -1,  24
735155,20121014,    22,  1,  35,    14, -1,   9
735155,20121014,    30,  1,  38,    16, -1,  10
735155,20121014,     2,  1,  23,    23, -1,  20
735155,20121014,    28,  1,  24,    19, -1,  23
735155,20121014,     4, -1,  19,     1,  1,  16
735155,20121014,    32,  1,  38,    18, -1,  26
735155,20121014,    21, -1,  26,    27,  1,   3
735155,20121014,    12, -1,  42,    13,  1,  24
735156,20121015,    10, -1,  35,    26,  1,  24
735159,20121018,    27,  1,  13,    28, -1,   6
735162,20121021,     9, -1,  19,     5,  1,  14
735162,20121021,    18,  1,  21,     1, -1,  14
735162,20121021,    31, -1,  35,     4,  1,  34
735162,20121021,    21,  1,  27,    32, -1,  23
735162,20121021,    14,  1,  17,     8, -1,  13
735162,20121021,    13,  1,  43,     3, -1,  13
735162,20121021,    12, -1,  30,    29,  1,  20
735162,20121021,    20, -1,  35,    30,  1,  28
735162,20121021,    23,  1,  26,    15, -1,  23
735162,20121021,    19,  1,  29,    22, -1,  26
735162,20121021,    25, -1,  24,     7,  1,  17
735163,20121022,     6,  1,  13,    11, -1,   7
735166,20121025,    30, -1,  36,    18,  1,  17
735169,20121028,     6,  1,  23,     5, -1,  22
735169,20121028,     2, -1,  30,    24,  1,  17
735169,20121028,    19,  0,  45,    29,  0,   7
735169,20121028,    14, -1,  19,    31,  1,  13
735169,20121028,     8,  1,   7,    26, -1,   6
735169,20121028,    25,  1,  27,    32, -1,  12
735169,20121028,    17, -1,  30,    22,  1,   9
735169,20121028,    11,  1,  28,    28, -1,  24
735169,20121028,    12,  1,  24,    15, -1,  15
735169,20121028,    23, -1,  26,    16,  1,  16
735169,20121028,    21, -1,  29,     9,  1,  24
735169,20121028,    10,  1,  34,    20, -1,  14
735170,20121029,    27, -1,  24,     1,  1,   3
735173,20121101,    26,  1,  31,    16, -1,  13
735176,20121104,    13,  1,  21,     4, -1,   9
735176,20121104,     3, -1,  25,     8,  1,  15
735176,20121104,    10, -1,  31,     7,  1,  23
735176,20121104,     6, -1,  51,    31,  1,  20
735176,20121104,    11, -1,  31,    15,  1,  14
735176,20121104,    12,  1,  31,     1, -1,  17
735176,20121104,    14,  1,  23,    17, -1,  20
735176,20121104,     5, -1,  21,    32,  1,  13
735176,20121104,    30, -1,  42,    23,  1,  32
735176,20121104,    28,  1,  30,    18, -1,  20
