year,game_date,team,team_div,opponent,opponent_div,team_score,opponent_score,outcome
2009,2009-01-09,Skidmore,III,Williams,III,0,4,0.0
2009,2009-01-09,Worcester State,III,Brockport,III,0,7,0.0
2009,2009-01-09,Buffalo State,III,Lebanon Valley,III,7,2,1.0
2009,2009-01-09,Bentley,I,Canisius,I,8,3,1.0
2009,2009-01-09,Tufts,III,Norwich,III,2,1,1.0
2009,2009-01-09,Wisconsin-Superior,III,Gustavus Adolphus,III,5,4,1.0
2009,2009-01-09,Fredonia,III,Wentworth,III,0,3,0.0
2009,2009-01-09,American International,I,Holy Cross,I,1,5,0.0
2009,2009-01-09,Morrisville,III,Johnson and Wales,III,2,1,1.0
2009,2009-01-09,Western Michigan,I,Ferris State,I,2,1,1.0
2009,2009-01-09,Connecticut,I,RIT,I,3,5,0.0
2009,2009-01-10,Lawrence,III,Finlandia,III,3,2,1.0
2009,2009-01-10,Alaska,I,Notre Dame,I,0,3,0.0
2009,2009-01-10,Connecticut,I,RIT,I,4,7,0.0
2009,2009-01-10,Northern Michigan,I,Nebraska-Omaha,I,3,2,1.0
2009,2009-01-10,Ferris State,I,Western Michigan,I,4,2,1.0
2009,2009-01-10,Southern Maine,III,Wesleyan,III,3,2,1.0
2009,2009-01-10,Bowdoin,III,St. Anselm,II,2,3,0.0
2009,2009-01-10,Skidmore,III,Middlebury,III,1,4,0.0
2009,2009-01-10,Concordia (Wis.),III,Adrian,III,0,9,0.0
2009,2009-01-10,Robert Morris,I,Alabama-Huntsville,I,2,2,0.5
2009,2009-01-10,Mercyhurst,I,Army,I,3,4,0.0
2009,2009-01-10,Wisconsin-Eau Claire,III,Augsburg,III,4,2,1.0
2009,2009-01-10,Maine,I,Boston University,I,1,4,0.0
2009,2009-01-10,Ohio State,I,Bowling Green,I,4,3,1.0
2009,2009-01-10,Bentley,I,Canisius,I,4,3,1.0
2009,2009-01-10,Niagara,I,Cornell,I,1,2,0.0
2009,2009-01-10,Westfield State,III,Fitchburg State,III,2,2,0.5
2009,2009-01-10,Nichols,III,Franklin Pierce,II,5,2,1.0
2009,2009-01-10,Amherst,III,Babson,III,6,3,1.0
2009,2009-01-10,Yale,I,Harvard,I,6,2,1.0
2009,2009-01-10,Morrisville,III,Johnson and Wales,III,7,4,1.0
2009,2009-01-10,Northeastern,I,Merrimack,I,2,1,1.0
2009,2009-01-10,Rensselaer,I,Princeton,I,5,1,1.0
2009,2009-01-10,Brown,I,Dartmouth,I,1,5,0.0
2009,2009-01-10,Holy Cross,I,American International,I,5,1,1.0
2009,2009-01-10,Colby,III,New England College,III,3,4,0.0
2009,2009-01-10,Massachusetts,I,New Hampshire,I,2,3,0.0
2009,2009-01-10,Manhattanville,III,Curry,III,3,3,0.5
2009,2009-01-10,Massachusetts-Lowell,I,Providence,I,2,4,0.0
2009,2009-01-10,Minnesota-Duluth,I,St. Cloud State,I,3,6,0.0
2009,2009-01-10,Clarkson,I,St. Lawrence,I,1,5,0.0
2009,2009-01-10,Lake Forest,III,St. Thomas,III,2,7,0.0
2009,2009-01-10,Salem State,III,Trinity,III,2,4,0.0
2009,2009-01-10,Hamilton,III,Massachusetts-Boston,III,5,2,1.0
2009,2009-01-10,Assumption,II,Massachusetts-Dartmouth,III,2,5,0.0
2009,2009-01-10,Cortland,III,Utica,III,2,4,0.0
2009,2009-01-10,Boston College,I,Vermont,I,2,4,0.0
2009,2009-01-10,Castleton,III,Williams,III,3,3,0.5
2009,2009-01-10,Wisconsin,I,Alaska-Anchorage,I,6,3,1.0
2009,2009-01-10,Michigan Tech,I,Denver,I,1,3,0.0
2009,2009-01-10,Worcester State,III,Brockport,III,3,7,0.0
2009,2009-01-10,Minnesota State,I,Colorado College,I,3,1,1.0
2009,2009-01-10,Minnesota,I,North Dakota,I,1,6,0.0
2009,2009-01-10,Buffalo State,III,Lebanon Valley,III,10,1,1.0
2009,2009-01-10,Northland,III,Minn.-Crookston,II,3,9,0.0
2009,2009-01-10,Tufts,III,St. Michael's,II,1,4,0.0
2009,2009-01-10,Miami,I,Michigan,I,1,5,0.0
2009,2009-01-10,Becker,III,Framingham State,III,4,3,1.0
2009,2009-01-10,Elmira,III,Potsdam,III,5,3,1.0
2009,2009-01-10,Wisconsin-Stevens Point,III,Hamline,III,0,0,0.5
2009,2009-01-10,Western New England,III,Neumann,III,0,8,0.0
2009,2009-01-10,Wisconsin-Superior,III,St. Olaf,III,3,1,1.0
2009,2009-01-10,St. Scholastica,III,Gustavus Adolphus,III,5,0,1.0
2009,2009-01-10,Union,I,Quinnipiac,I,4,2,1.0
2009,2009-01-10,St. Norbert,III,St. Mary's,III,5,1,1.0
2009,2009-01-10,Connecticut College,III,Norwich,III,1,2,0.0
2009,2009-01-11,Manhattanville,III,Nichols,III,2,0,1.0
2009,2009-01-11,St. Lawrence,I,Clarkson,I,2,1,1.0
2009,2009-01-11,Concordia (Wis.),III,Adrian,III,0,7,0.0
2009,2009-01-11,Miami,I,Michigan,I,0,4,0.0
2009,2009-01-13,Williams,III,Middlebury,III,4,4,0.5
2009,2009-01-13,Massachusetts-Dartmouth,III,Worcester State,III,2,1,1.0
2009,2009-01-13,Geneseo,III,Lebanon Valley,III,4,3,1.0
2009,2009-01-13,Hamilton,III,Amherst,III,1,3,0.0
2009,2009-01-13,Providence,I,Boston University,I,4,2,1.0
2009,2009-01-13,So. New Hampshire,II,Curry,III,1,5,0.0
2009,2009-01-13,St. Michael's,II,Franklin Pierce,II,4,1,1.0
2009,2009-01-13,St. Scholastica,III,Northland,III,6,1,1.0
2009,2009-01-13,Plattsburgh,III,Skidmore,III,3,5,0.0
2009,2009-01-13,Wesleyan,III,Trinity,III,0,2,0.0
2009,2009-01-13,Suffolk,III,Southern Maine,III,1,3,0.0
2009,2009-01-13,Plymouth State,III,New England College,III,4,3,1.0
2009,2009-01-13,Wisconsin-Stout,III,St. Mary's,III,12,2,1.0
2009,2009-01-14,Bentley,I,Connecticut,I,1,2,0.0
2009,2009-01-14,Wentworth,III,Fitchburg State,III,3,5,0.0
2009,2009-01-14,Becker,III,Salve Regina,III,3,2,1.0
2009,2009-01-14,Framingham State,III,Westfield State,III,2,9,0.0
2009,2009-01-15,Suffolk,III,Assumption,II,4,4,0.5
2009,2009-01-15,Hobart,III,Morrisville,III,5,3,1.0
2009,2009-01-15,Franklin Pierce,II,So. New Hampshire,II,4,0,1.0
2009,2009-01-15,Curry,III,Utica,III,5,4,1.0
2009,2009-01-16,Lebanon Valley,III,Massachusetts-Dartmouth,III,2,3,0.0
2009,2009-01-16,Colorado College,I,Wisconsin,I,1,6,0.0
2009,2009-01-16,Quinnipiac,I,Niagara,I,6,4,1.0
2009,2009-01-16,Western New England,III,Potsdam,III,1,8,0.0
2009,2009-01-16,Wisconsin-Stout,III,Wisconsin-River Falls,III,3,2,1.0
2009,2009-01-16,Bentley,I,Maine,I,3,1,1.0
2009,2009-01-16,Tufts,III,Skidmore,III,2,5,0.0
2009,2009-01-16,Augsburg,III,St. John's,III,2,3,0.0
2009,2009-01-16,Cornell,I,Union,I,4,1,1.0
2009,2009-01-16,Colgate,I,Rensselaer,I,2,3,0.0
2009,2009-01-16,Alabama-Huntsville,I,Western Michigan,I,3,4,0.0
2009,2009-01-16,Babson,III,Norwich,III,2,5,0.0
2009,2009-01-16,Minn.-Crookston,II,Adrian,III,1,13,0.0
2009,2009-01-16,Canisius,I,Air Force,I,5,4,1.0
2009,2009-01-16,Nebraska-Omaha,I,Alaska,I,0,2,0.0
2009,2009-01-16,Concordia (Minn.),III,Bethel,III,1,2,0.0
2009,2009-01-16,Massachusetts-Lowell,I,Boston College,I,4,3,1.0
2009,2009-01-16,Connecticut College,III,Castleton,III,1,1,0.5
2009,2009-01-16,Middlebury,III,Bowdoin,III,5,2,1.0
2009,2009-01-16,Geneseo,III,Elmira,III,1,2,0.0
2009,2009-01-16,Brockport,III,Framingham State,III,5,5,0.5
2009,2009-01-16,St. Thomas,III,Gustavus Adolphus,III,3,5,0.0
2009,2009-01-16,St. Olaf,III,Hamline,III,2,6,0.0
2009,2009-01-16,Notre Dame,I,Lake Superior,I,3,2,1.0
2009,2009-01-16,Concordia (Wis.),III,Lawrence,III,3,5,0.0
2009,2009-01-16,Finlandia,III,Marian,III,2,3,0.0
2009,2009-01-16,Providence,I,Massachusetts,I,5,4,1.0
2009,2009-01-16,Boston University,I,Merrimack,I,4,1,1.0
2009,2009-01-16,Michigan State,I,Miami,I,4,1,1.0
2009,2009-01-16,Northland,III,Milwaukee School of Engineering,III,2,4,0.0
2009,2009-01-16,Bemidji State,I,Minnesota-Duluth,I,2,3,0.0
2009,2009-01-16,Alaska-Anchorage,I,Minnesota State,I,4,2,1.0
2009,2009-01-16,Trinity,III,New England College,III,4,2,1.0
2009,2009-01-16,Johnson and Wales,III,Buffalo State,III,2,7,0.0
2009,2009-01-16,Hamilton,III,Salem State,III,3,4,0.0
2009,2009-01-16,Massachusetts-Boston,III,St. Michael's,II,3,4,0.0
2009,2009-01-16,St. Lawrence,I,Brown,I,6,1,1.0
2009,2009-01-16,Clarkson,I,Yale,I,4,3,1.0
2009,2009-01-16,North Dakota,I,Michigan Tech,I,3,3,0.5
2009,2009-01-16,Cortland,III,Plymouth State,III,4,5,0.0
2009,2009-01-16,Ohio State,I,Ferris State,I,6,2,1.0
2009,2009-01-16,Williams,III,Colby,III,4,2,1.0
2009,2009-01-16,Manhattanville,III,Fredonia,III,2,0,1.0
2009,2009-01-16,Amherst,III,Southern Maine,III,3,1,1.0
2009,2009-01-16,Vermont,I,Northeastern,I,1,3,0.0
2009,2009-01-16,St. Cloud State,I,Minnesota,I,1,5,0.0
2009,2009-01-16,Wesleyan,III,St. Anselm,II,4,3,1.0
2009,2009-01-16,Bowling Green,I,Michigan,I,3,0,1.0
2009,2009-01-16,Sacred Heart,I,Mercyhurst,I,1,2,0.0
2009,2009-01-16,American International,I,RIT,I,3,5,0.0
2009,2009-01-17,Michigan State,I,Miami,I,1,6,0.0
2009,2009-01-17,Amherst,III,Salem State,III,0,1,0.0
2009,2009-01-17,Ohio State,I,Ferris State,I,2,2,0.5
2009,2009-01-17,Colorado College,I,Wisconsin,I,4,3,1.0
2009,2009-01-17,Lake Forest,III,St. Norbert,III,0,9,0.0
2009,2009-01-17,Cortland,III,Plymouth State,III,3,4,0.0
2009,2009-01-17,Connecticut College,III,Skidmore,III,3,2,1.0
2009,2009-01-17,Elmira,III,Morrisville,III,10,1,1.0
2009,2009-01-17,Minn.-Crookston,II,Adrian,III,1,11,0.0
2009,2009-01-17,Lebanon Valley,III,Nichols,III,2,4,0.0
2009,2009-01-17,Wesleyan,III,New England College,III,1,2,0.0
2009,2009-01-17,Geneseo,III,Hobart,III,1,4,0.0
2009,2009-01-17,Franklin Pierce,II,Curry,III,3,10,0.0
2009,2009-01-17,Suffolk,III,Becker,III,2,3,0.0
2009,2009-01-17,Concordia (Minn.),III,Bethel,III,4,1,1.0
2009,2009-01-17,Boston College,I,Boston University,I,2,5,0.0
2009,2009-01-17,Wentworth,III,Assumption,II,4,0,1.0
2009,2009-01-17,Clarkson,I,Brown,I,4,3,1.0
2009,2009-01-17,Middlebury,III,Colby,III,6,3,1.0
2009,2009-01-17,New Hampshire,I,Dartmouth,I,6,4,1.0
2009,2009-01-17,Lawrence,III,Concordia (Wis.),III,6,3,1.0
2009,2009-01-17,Nebraska-Omaha,I,Alaska,I,1,1,0.5
2009,2009-01-17,North Dakota,I,Michigan Tech,I,5,0,1.0
2009,2009-01-17,Manhattanville,III,Fredonia,III,4,2,1.0
2009,2009-01-17,Johnson and Wales,III,Buffalo State,III,1,4,0.0
2009,2009-01-17,Massachusetts-Boston,III,Norwich,III,2,3,0.0
2009,2009-01-17,Bemidji State,I,Minnesota-Duluth,I,2,4,0.0
2009,2009-01-17,Holy Cross,I,Army,I,3,3,0.5
2009,2009-01-17,Western New England,III,Potsdam,III,2,7,0.0
2009,2009-01-17,Cornell,I,Rensselaer,I,3,0,1.0
2009,2009-01-17,Gustavus Adolphus,III,St. Thomas,III,3,2,1.0
2009,2009-01-17,Fitchburg State,III,So. New Hampshire,II,4,5,0.0
2009,2009-01-17,Hamilton,III,Southern Maine,III,3,1,1.0
2009,2009-01-17,Trinity,III,St. Anselm,II,4,2,1.0
2009,2009-01-17,Hamline,III,St. Olaf,III,1,4,0.0
2009,2009-01-17,Wisconsin-Superior,III,St. Scholastica,III,2,7,0.0
2009,2009-01-17,Colgate,I,Union,I,3,6,0.0
2009,2009-01-17,Babson,III,St. Michael's,II,3,0,1.0
2009,2009-01-17,Canisius,I,Air Force,I,4,2,1.0
2009,2009-01-17,Wisconsin-Stevens Point,III,Wisconsin-Eau Claire,III,4,4,0.5
2009,2009-01-17,St. Lawrence,I,Yale,I,2,2,0.5
2009,2009-01-17,Michigan,I,Bowling Green,I,1,0,1.0
2009,2009-01-17,St. John's,III,Augsburg,III,2,1,1.0
2009,2009-01-17,Notre Dame,I,Lake Superior,I,3,3,0.5
2009,2009-01-17,Vermont,I,Northeastern,I,4,2,1.0
2009,2009-01-17,Quinnipiac,I,Niagara,I,1,5,0.0
2009,2009-01-17,Tufts,III,Castleton,III,2,11,0.0
2009,2009-01-17,Alaska-Anchorage,I,Minnesota State,I,1,7,0.0
2009,2009-01-17,Minnesota,I,St. Cloud State,I,8,6,1.0
2009,2009-01-17,Westfield State,III,Massachusetts-Dartmouth,III,4,5,0.0
2009,2009-01-17,Northland,III,Milwaukee School of Engineering,III,0,10,0.0
2009,2009-01-17,Brockport,III,Framingham State,III,5,3,1.0
2009,2009-01-17,Massachusetts,I,Massachusetts-Lowell,I,4,3,1.0
2009,2009-01-17,Wisconsin-River Falls,III,St. Mary's,III,1,2,0.0
2009,2009-01-17,Alabama-Huntsville,I,Western Michigan,I,1,5,0.0
2009,2009-01-17,American International,I,RIT,I,1,6,0.0
2009,2009-01-17,Finlandia,III,Marian,III,4,6,0.0
2009,2009-01-17,Sacred Heart,I,Mercyhurst,I,0,7,0.0
2009,2009-01-18,Holy Cross,I,Army,I,4,4,0.5
2009,2009-01-18,Williams,III,Bowdoin,III,3,8,0.0
2009,2009-01-18,Providence,I,Maine,I,2,2,0.5
2009,2009-01-19,St. Mary's,III,Wisconsin-Stout,III,1,6,0.0
2009,2009-01-19,Lawrence,III,Bethel,III,1,4,0.0
2009,2009-01-20,Concordia (Wis.),III,Milwaukee School of Engineering,III,3,6,0.0
2009,2009-01-20,Tufts,III,Connecticut College,III,1,3,0.0
2009,2009-01-20,American International,I,Bentley,I,4,6,0.0
2009,2009-01-20,Elmira,III,Hamilton,III,8,0,1.0
2009,2009-01-20,Massachusetts-Dartmouth,III,Massachusetts-Boston,III,2,3,0.0
2009,2009-01-21,Curry,III,Becker,III,6,1,1.0
2009,2009-01-21,Brockport,III,Western New England,III,2,1,1.0
2009,2009-01-21,Framingham State,III,Franklin Pierce,II,3,4,0.0
2009,2009-01-21,Dartmouth,I,Holy Cross,I,2,2,0.5
2009,2009-01-21,Assumption,II,Westfield State,III,6,4,1.0
2009,2009-01-21,So. New Hampshire,II,Plymouth State,III,2,4,0.0
2009,2009-01-22,Merrimack,I,Massachusetts-Lowell,I,2,3,0.0
2009,2009-01-22,Westfield State,III,Suffolk,III,2,2,0.5
2009,2009-01-22,RIT,I,Canisius,I,5,2,1.0
2009,2009-01-22,Fitchburg State,III,Worcester State,III,5,5,0.5
2009,2009-01-23,Adrian,III,Northland,III,4,0,1.0
2009,2009-01-23,Colby,III,Tufts,III,3,3,0.5
2009,2009-01-23,Potsdam,III,Buffalo State,III,6,6,0.5
2009,2009-01-23,Bentley,I,Sacred Heart,I,5,6,0.0
2009,2009-01-23,Robert Morris,I,Quinnipiac,I,4,5,0.0
2009,2009-01-23,Lake Forest,III,Wisconsin-Stevens Point,III,0,4,0.0
2009,2009-01-23,Plattsburgh,III,Fredonia,III,4,2,1.0
2009,2009-01-23,St. Mary's,III,St. Olaf,III,4,6,0.0
2009,2009-01-23,Michigan State,I,Michigan,I,2,6,0.0
2009,2009-01-23,Western Michigan,I,Ohio State,I,2,2,0.5
2009,2009-01-23,Miami,I,Nebraska-Omaha,I,2,2,0.5
2009,2009-01-23,Northeastern,I,Providence,I,3,1,1.0
2009,2009-01-23,Salem State,III,Massachusetts-Boston,III,4,3,1.0
2009,2009-01-23,Curry,III,Wentworth,III,6,6,0.5
2009,2009-01-23,St. Cloud State,I,Colorado College,I,4,4,0.5
2009,2009-01-23,Yale,I,Cornell,I,4,3,1.0
2009,2009-01-23,St. Norbert,III,Wisconsin-Eau Claire,III,2,1,1.0
2009,2009-01-23,Army,I,Air Force,I,1,5,0.0
2009,2009-01-23,Bowdoin,III,Connecticut College,III,1,3,0.0
2009,2009-01-23,Castleton,III,Amherst,III,1,3,0.0
2009,2009-01-23,Gustavus Adolphus,III,Augsburg,III,4,2,1.0
2009,2009-01-23,Southern Maine,III,Babson,III,2,4,0.0
2009,2009-01-23,Niagara,I,Bemidji State,I,4,3,1.0
2009,2009-01-23,New Hampshire,I,Boston University,I,0,5,0.0
2009,2009-01-23,Lake Superior,I,Bowling Green,I,3,4,0.0
2009,2009-01-23,Skidmore,III,Hamilton,III,3,2,1.0
2009,2009-01-23,Union,I,Clarkson,I,3,4,0.0
2009,2009-01-23,Brown,I,Colgate,I,4,1,1.0
2009,2009-01-23,Massachusetts,I,Vermont,I,1,2,0.0
2009,2009-01-23,Marian,III,Lawrence,III,2,0,1.0
2009,2009-01-23,Connecticut,I,Mercyhurst,I,2,7,0.0
2009,2009-01-23,Minnesota State,I,Minnesota-Duluth,I,0,4,0.0
2009,2009-01-23,Wisconsin-Stout,III,St. Scholastica,III,2,2,0.5
2009,2009-01-23,Neumann,III,Elmira,III,2,2,0.5
2009,2009-01-23,Lebanon Valley,III,Hobart,III,1,8,0.0
2009,2009-01-23,Hamline,III,Bethel,III,7,8,0.0
2009,2009-01-23,Wisconsin-River Falls,III,Wisconsin-Superior,III,3,5,0.0
2009,2009-01-23,Michigan Tech,I,Alaska-Anchorage,I,3,3,0.5
2009,2009-01-23,St. Anselm,II,Middlebury,III,4,6,0.0
2009,2009-01-23,St. Michael's,II,Wesleyan,III,2,2,0.5
2009,2009-01-23,New England College,III,Williams,III,2,4,0.0
2009,2009-01-23,Norwich,III,Trinity,III,2,4,0.0
2009,2009-01-23,Rensselaer,I,St. Lawrence,I,7,6,1.0
2009,2009-01-23,Alaska,I,Northern Michigan,I,0,2,0.0
2009,2009-01-23,Denver,I,North Dakota,I,3,8,0.0
2009,2009-01-23,Concordia (Minn.),III,St. Thomas,III,2,4,0.0
2009,2009-01-23,Nichols,III,Johnson and Wales,III,6,2,1.0
2009,2009-01-23,Morrisville,III,Geneseo,III,7,5,1.0
2009,2009-01-24,Minnesota State,I,Minnesota-Duluth,I,4,7,0.0
2009,2009-01-24,Milwaukee School of Engineering,III,Finlandia,III,3,3,0.5
2009,2009-01-24,Lake Forest,III,Wisconsin-Eau Claire,III,1,7,0.0
2009,2009-01-24,St. Anselm,II,Williams,III,1,2,0.0
2009,2009-01-24,Union,I,St. Lawrence,I,2,5,0.0
2009,2009-01-24,Stonehill,II,Worcester State,III,6,5,1.0
2009,2009-01-24,Miami,I,Nebraska-Omaha,I,6,1,1.0
2009,2009-01-24,Norwich,III,Wesleyan,III,6,1,1.0
2009,2009-01-24,St. Olaf,III,St. Mary's,III,9,1,1.0
2009,2009-01-24,Massachusetts-Lowell,I,Merrimack,I,3,2,1.0
2009,2009-01-24,Becker,III,Franklin Pierce,II,11,3,1.0
2009,2009-01-24,St. Michael's,II,Trinity,III,2,1,1.0
2009,2009-01-24,Boston University,I,New Hampshire,I,3,1,1.0
2009,2009-01-24,Massachusetts,I,Vermont,I,1,1,0.5
2009,2009-01-24,Framingham State,III,Suffolk,III,4,5,0.0
2009,2009-01-24,Michigan State,I,Michigan,I,3,5,0.0
2009,2009-01-24,Plymouth State,III,Assumption,II,2,2,0.5
2009,2009-01-24,Wisconsin-Stout,III,Wisconsin-Superior,III,2,2,0.5
2009,2009-01-24,Lawrence,III,Marian,III,1,1,0.5
2009,2009-01-24,Maine,I,Boston College,I,3,6,0.0
2009,2009-01-24,Michigan Tech,I,Alaska-Anchorage,I,3,3,0.5
2009,2009-01-24,Yale,I,Colgate,I,5,4,1.0
2009,2009-01-24,St. Cloud State,I,Colorado College,I,6,1,1.0
2009,2009-01-24,Colby,III,Connecticut College,III,1,1,0.5
2009,2009-01-24,Neumann,III,Elmira,III,2,9,0.0
2009,2009-01-24,Augsburg,III,Gustavus Adolphus,III,4,8,0.0
2009,2009-01-24,Castleton,III,Hamilton,III,5,4,1.0
2009,2009-01-24,Bethel,III,Hamline,III,1,6,0.0
2009,2009-01-24,Utica,III,Manhattanville,III,2,4,0.0
2009,2009-01-24,Niagara,I,Bemidji State,I,1,3,0.0
2009,2009-01-24,Providence,I,Northeastern,I,3,6,0.0
2009,2009-01-24,Alaska,I,Northern Michigan,I,2,2,0.5
2009,2009-01-24,Massachusetts-Dartmouth,III,So. New Hampshire,II,2,1,1.0
2009,2009-01-24,Salem State,III,Babson,III,3,1,1.0
2009,2009-01-24,Western Michigan,I,Ohio State,I,4,1,1.0
2009,2009-01-24,Army,I,Air Force,I,2,3,0.0
2009,2009-01-24,Skidmore,III,Amherst,III,0,3,0.0
2009,2009-01-24,Brown,I,Cornell,I,1,5,0.0
2009,2009-01-24,Plattsburgh,III,Buffalo State,III,8,0,1.0
2009,2009-01-24,Rensselaer,I,Clarkson,I,3,4,0.0
2009,2009-01-24,Morrisville,III,Brockport,III,2,3,0.0
2009,2009-01-24,Cortland,III,Oswego,III,2,5,0.0
2009,2009-01-24,Potsdam,III,Fredonia,III,2,2,0.5
2009,2009-01-24,Bentley,I,Sacred Heart,I,4,3,1.0
2009,2009-01-24,Southern Maine,III,Massachusetts-Boston,III,5,4,1.0
2009,2009-01-24,New England College,III,Middlebury,III,2,4,0.0
2009,2009-01-24,Wisconsin-River Falls,III,St. Scholastica,III,2,3,0.0
2009,2009-01-24,Robert Morris,I,Quinnipiac,I,8,5,1.0
2009,2009-01-24,Lebanon Valley,III,Hobart,III,4,8,0.0
2009,2009-01-24,Lake Superior,I,Bowling Green,I,8,4,1.0
2009,2009-01-24,Denver,I,North Dakota,I,2,2,0.5
2009,2009-01-24,Concordia (Minn.),III,St. Thomas,III,0,3,0.0
2009,2009-01-24,St. Norbert,III,Wisconsin-Stevens Point,III,1,2,0.0
2009,2009-01-24,Bowdoin,III,Tufts,III,3,5,0.0
2009,2009-01-24,Connecticut,I,Mercyhurst,I,0,6,0.0
2009,2009-01-24,Adrian,III,Northland,III,5,0,1.0
2009,2009-01-24,Western New England,III,Fitchburg State,III,1,2,0.0
2009,2009-01-25,Maine,I,Boston College,I,1,4,0.0
2009,2009-01-25,Harvard,I,Dartmouth,I,5,5,0.5
2009,2009-01-25,Nichols,III,Wentworth,III,9,2,1.0
2009,2009-01-25,RIT,I,Canisius,I,4,3,1.0
2009,2009-01-25,Milwaukee School of Engineering,III,Finlandia,III,5,0,1.0
2009,2009-01-26,Manhattanville,III,Western New England,III,9,1,1.0
2009,2009-01-26,Robert Morris,I,Princeton,I,1,2,0.0
2009,2009-01-27,Cortland,III,Lebanon Valley,III,11,3,1.0
2009,2009-01-27,Connecticut,I,American International,I,3,1,1.0
2009,2009-01-27,Babson,III,Curry,III,2,3,0.0
2009,2009-01-27,Bowdoin,III,Colby,III,0,1,0.0
2009,2009-01-27,Stonehill,II,Wentworth,III,4,3,1.0
2009,2009-01-27,Salve Regina,III,So. New Hampshire,II,4,5,0.0
2009,2009-01-27,Middlebury,III,Plattsburgh,III,1,4,0.0
2009,2009-01-27,St. Anselm,II,New England College,III,1,5,0.0
2009,2009-01-28,Massachusetts-Dartmouth,III,Suffolk,III,4,1,1.0
2009,2009-01-28,Fitchburg State,III,Becker,III,3,4,0.0
2009,2009-01-29,Franklin Pierce,II,Worcester State,III,3,4,0.0
2009,2009-01-29,Plymouth State,III,Framingham State,III,9,2,1.0
2009,2009-01-30,Union,I,Harvard,I,1,3,0.0
2009,2009-01-30,Finlandia,III,Northland,III,4,0,1.0
2009,2009-01-30,Elmira,III,Manhattanville,III,4,1,1.0
2009,2009-01-30,Morrisville,III,Potsdam,III,4,8,0.0
2009,2009-01-30,St. Thomas,III,Hamline,III,5,3,1.0
2009,2009-01-30,Salem State,III,Bowdoin,III,1,4,0.0
2009,2009-01-30,Bemidji State,I,Robert Morris,I,5,3,1.0
2009,2009-01-30,St. Scholastica,III,Lake Forest,III,7,1,1.0
2009,2009-01-30,Northern Michigan,I,Western Michigan,I,6,5,1.0
2009,2009-01-30,Wisconsin-Stout,III,Wisconsin-Eau Claire,III,3,1,1.0
2009,2009-01-30,St. John's,III,Gustavus Adolphus,III,1,5,0.0
2009,2009-01-30,Norwich,III,St. Anselm,II,8,3,1.0
2009,2009-01-30,Boston University,I,Merrimack,I,3,1,1.0
2009,2009-01-30,Niagara,I,Alabama-Huntsville,I,4,2,1.0
2009,2009-01-30,Ohio State,I,Alaska,I,1,4,0.0
2009,2009-01-30,Bentley,I,Army,I,6,0,1.0
2009,2009-01-30,Michigan,I,Notre Dame,I,2,1,1.0
2009,2009-01-30,Holy Cross,I,Connecticut,I,5,3,1.0
2009,2009-01-30,Southern Maine,III,Colby,III,5,3,1.0
2009,2009-01-30,Nebraska-Omaha,I,Ferris State,I,1,7,0.0
2009,2009-01-30,Colgate,I,Clarkson,I,3,1,1.0
2009,2009-01-30,Northeastern,I,Massachusetts,I,4,6,0.0
2009,2009-01-30,Massachusetts-Lowell,I,Maine,I,3,2,1.0
2009,2009-01-30,Wesleyan,III,Middlebury,III,2,5,0.0
2009,2009-01-30,Lawrence,III,Minn.-Crookston,II,2,0,1.0
2009,2009-01-30,Vermont,I,New Hampshire,I,2,3,0.0
2009,2009-01-30,Massachusetts-Boston,III,Skidmore,III,4,0,1.0
2009,2009-01-30,North Dakota,I,St. Cloud State,I,0,3,0.0
2009,2009-01-30,Milwaukee School of Engineering,III,Concordia (Wis.),III,7,1,1.0
2009,2009-01-30,Wisconsin-Superior,III,St. Norbert,III,2,2,0.5
2009,2009-01-30,Alaska-Anchorage,I,Denver,I,2,6,0.0
2009,2009-01-30,Hamilton,III,Connecticut College,III,2,5,0.0
2009,2009-01-30,Quinnipiac,I,Brown,I,5,1,1.0
2009,2009-01-30,Amherst,III,Tufts,III,3,1,1.0
2009,2009-01-30,Sacred Heart,I,Canisius,I,3,3,0.5
2009,2009-01-30,Buffalo State,III,Cortland,III,6,6,0.5
2009,2009-01-30,Rensselaer,I,Dartmouth,I,2,5,0.0
2009,2009-01-30,Geneseo,III,Brockport,III,2,5,0.0
2009,2009-01-30,Babson,III,Castleton,III,7,2,1.0
2009,2009-01-30,Concordia (Minn.),III,Augsburg,III,4,8,0.0
2009,2009-01-30,Marian,III,Adrian,III,1,3,0.0
2009,2009-01-30,Michigan State,I,Lake Superior,I,0,2,0.0
2009,2009-01-30,Hobart,III,Utica,III,4,0,1.0
2009,2009-01-30,Cornell,I,St. Lawrence,I,1,8,0.0
2009,2009-01-30,Wisconsin-Stevens Point,III,Wisconsin-River Falls,III,3,4,0.0
2009,2009-01-30,Princeton,I,Yale,I,1,3,0.0
2009,2009-01-30,Trinity,III,Williams,III,2,3,0.0
2009,2009-01-30,Air Force,I,Mercyhurst,I,4,4,0.5
2009,2009-01-30,Bowling Green,I,Miami,I,1,6,0.0
2009,2009-01-30,Minnesota,I,Minnesota State,I,2,6,0.0
2009,2009-01-30,Minnesota-Duluth,I,Wisconsin,I,1,3,0.0
2009,2009-01-30,Fredonia,III,Oswego,III,0,4,0.0
2009,2009-01-30,St. Michael's,II,New England College,III,3,5,0.0
