A&M-Corpus Christi,26172,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelbert,506445,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2015,"Amanda Anderson,",1674497,Fr.,2014-15,-,-,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Carey, Mckenzie",1559930,So.,2014-15,-,0-0,4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Dobbin, Sydney",1559932,So.,2014-15,-,0-0,9,0,2,2,3,6,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Duncan, Emily",1559924,So.,2014-15,-,0-0,14,0,0,0,1,2,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Dupuis, Kelsey",1559927,So.,2014-15,-,0-0,21,0,1,1,1,2,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Fitzhenry, Devyn",1403404,Jr.,2014-15,-,0-0,23,8,13,21,5,10,2,0,2,1,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Gibson, Brooke",1559922,So.,2014-15,-,0-0,4,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0.73,25,0.962,0
Adrian,4,2015,"Jones, Michelle",1450068,Jr.,2014-15,-,0-0,26,6,13,19,13,26,3,1,1,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Kibler, Abby",1403411,Jr.,2014-15,-,0-0,16,1,2,3,3,6,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Killingback, Jessica",1641692,Fr.,2014-15,-,0-0,4,3,4,7,3,6,0,0,0,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Krasofsky, Rose",1641695,Fr.,2014-15,-,0-0,24,3,0,3,5,10,0,0,1,0,-,-,-,-,-,0.00,-,-,-
Adrian,4,2015,"Kusch, Kelsey",1403405,Sr.,2014-15,-,0-0,25,20,16,36,2,4,9,0,4,2,-,-,-,-,-,0.00,-,-,-
