adrian,2017,2016-17,Chad Davis,NCHA,III,0,0,0,.000,,,,
adrian,2016,2015-16,Chad Davis,NCHA,III,25,3,1,.879,,,,
adrian,2015,2014-15,Chad Davis,NCHA,III,20,2,4,.846,,x,,
adrian,2014,2013-14,Chad Davis,NCHA,III,19,7,1,.722,,,,
adrian,2013,2012-13,Chad Davis,NCHA,III,20,6,1,.759,,,,
adrian,2012,2011-12,Chad Davis,NCHA,III,16,10,2,.607,,,,
adrian,2011,2010-11,Melissa Lomanto,NCHA,III,19,8,3,.683,,,x,x
adrian,2010,2009-10,Melissa Lomanto,NCHA,III,15,11,2,.571,,,,
adrian,2009,2008-09,Melissa Lomanto,D-III Independent,III,18,6,1,.740,,,,
adrian,2008,2007-08,Chandy Kaip,D-III Independent,III,11,11,2,.500,,,,
amherst,2017,2016-17,Jeff Matthews,NESCAC,III,0,0,0,.000,,,,
amherst,2016,2015-16,Jeff Matthews,NESCAC,III,22,3,3,.839,,,,
amherst,2015,2014-15,Jeff Matthews,NESCAC,III,17,5,4,.731,,,,
amherst,2014,2013-14,Jeff Matthews,NESCAC,III,13,7,5,.620,,,,
amherst,2013,2012-13,Jeff Matthews,NESCAC,III,13,11,1,.540,,,,
amherst,2012,2011-12,Jim Plumer,NESCAC,III,21,6,1,.768,,,,x
amherst,2011,2010-11,Jim Plumer,NESCAC,III,19,6,2,.741,,,,
amherst,2010,2009-10,Jim Plumer,NESCAC,III,23,2,4,.862,,x,x,x (1)
amherst,2009,2008-09,Jim Plumer,NESCAC,III,24,5,0,.828,,x,,x (1)
amherst,2008,2007-08,Jim Plumer,NESCAC,III,20,4,4,.786,,,x,x
amherst,2007,2006-07,Jim Plumer,NESCAC,III,20,7,3,.717,,,x,x (4)
amherst,2006,2005-06,Jim Plumer,NESCAC,III,10,15,0,.400,,,,
amherst,2005,2004-05,Jim Plumer,NESCAC,III,8,12,5,.420,,,,
amherst,2004,2003-04,Jim Plumer,NESCAC,III,13,12,0,.520,,,,
amherst,2003,2002-03,Kay Cowperthwait,NESCAC,III,3,17,4,.208,,,,
amherst,2002,2001-02,Kay Cowperthwait,NESCAC,III,6,15,1,.295,,,,
amherst,2001,2000-01,Kay Cowperthwait,ECAC D-III East,III,7,16,1,.312,,,,
amherst,2000,1999-00,Kay Cowperthwait,ECAC D-III East,III,8,13,0,.381,,,,
amherst,1999,1998-99,Kay Cowperthwait,ECAC D-III East,III,9,15,0,.375,,,,
amherst,1998,1997-98,Kay Cowperthwait,ECAC D-III East,III,3,12,1,.219,,,,
amherst,1997,1996-97,Russell Kidd,ECAC D-III East,III,5,15,1,.262,,,,
amherst,1996,1995-96,Coach unknown,ECAC D-III East,III,7,14,0,.333,,,,
augsburg,2017,2016-17,Michelle McAteer,MIAC,III,1,1,0,.500,,,,
augsburg,2016,2015-16,Michelle McAteer,MIAC,III,13,10,3,.558,,,,
augsburg,2015,2014-15,Michelle McAteer,MIAC,III,9,11,5,.460,,,,
augsburg,2014,2013-14,Michelle McAteer,MIAC,III,9,16,0,.360,,,,
augsburg,2013,2012-13,Michelle McAteer,MIAC,III,6,16,3,.300,,,,
augsburg,2012,2011-12,Michelle McAteer,MIAC,III,6,11,8,.400,,,,
augsburg,2011,2010-11,Michelle McAteer,MIAC,III,3,19,1,.152,,,,
augsburg,2010,2009-10,Jill Pohtilla,MIAC,III,2,20,3,.140,,,,
augsburg,2009,2008-09,Jill Pohtilla,MIAC,III,5,19,1,.220,,,,
augsburg,2008,2007-08,Jill Pohtilla,MIAC,III,4,16,3,.239,,,,
augsburg,2007,2006-07,Jill Pohtilla,MIAC,III,8,12,5,.420,,,,
augsburg,2006,2005-06,Jill Pohtilla,MIAC,III,8,14,3,.380,,,,
augsburg,2005,2004-05,Jill Pohtilla,MIAC,III,13,10,3,.558,,,,
augsburg,2004,2003-04,Jill Pohtilla,MIAC,III,15,10,2,.593,,,,
augsburg,2003,2002-03,Jill Pohtilla,MIAC,III,12,11,3,.519,,,,
augsburg,2002,2001-02,Jill Pohtilla,MIAC,III,9,14,2,.400,,,,
augsburg,2001,2000-01,Jill Pohtilla,MIAC,III,12,11,0,.522,,,,
augsburg,2000,1999-00,Jill Pohtilla,MIAC,III,21,7,1,.741,,x,x,
augsburg,1999,1998-99,Jill Pohtilla,MIAC,III,13,7,1,.643,,x,,
augsburg,1998,1997-98,Jill Pohtilla,MIAC,III,11,13,1,.460,,,,
augsburg,1997,1996-97,Jill Pohtilla,MIAC,III,22,8,2,.719,,,,
augsburg,1996,1995-96,Jill Pohtilla,MIAC,III,16,5,0,.762,,,,
becker,2017,2016-17,Eliza Kelley,Colonial Hockey,III,1,1,0,.500,,,,
becker,2016,2015-16,Eliza Kelley,Colonial Hockey,III,6,20,0,.231,,,,
bemidji-state,2017,2016-17,James Scanlan,WCHA,I,4,5,1,.450,,,,
bemidji-state,2016,2015-16,James Scanlan,WCHA,I,22,11,3,.653,,,,
bemidji-state,2015,2014-15,James Scanlan,WCHA,I,21,17,1,.551,,,,
bemidji-state,2014,2013-14,Steve Sertich,WCHA,I,11,21,4,.361,,,,
bemidji-state,2013,2012-13,Steve Sertich,WCHA,I,6,26,2,.206,,,,
bemidji-state,2012,2011-12,Steve Sertich,WCHA,I,17,17,3,.500,,,,
bemidji-state,2011,2010-11,Steve Sertich,WCHA,I,14,17,4,.457,,,,
bemidji-state,2010,2009-10,Steve Sertich,WCHA,I,12,19,7,.408,,,,
bemidji-state,2009,2008-09,Steve Sertich,WCHA,I,6,25,5,.236,,,,
bemidji-state,2008,2007-08,Steve Sertich,WCHA,I,4,29,3,.153,,,,
bemidji-state,2007,2006-07,Steve Sertich,WCHA,I,11,20,5,.375,,,,
bemidji-state,2006,2005-06,Bruce Olson,WCHA,I,11,23,2,.333,,,,
bemidji-state,2005,2004-05,Bruce Olson,WCHA,I,9,24,2,.286,,,,
bemidji-state,2004,2003-04,Bruce Olson,WCHA,I,5,27,2,.176,,,,
bemidji-state,2003,2002-03,Bruce Olson,WCHA,I,9,17,7,.379,,,,
bemidji-state,2002,2001-02,Jason Lesteberg,WCHA,I,12,13,8,.485,,,,
bemidji-state,2001,2000-01,Ruthann Castile,WCHA,I,9,24,1,.279,,,,
bemidji-state,2000,1999-00,Ruthann Castile,WCHA,I,15,18,2,.457,,,,
bemidji-state,1999,1998-99,Ruthann Castile,WCHA,I,2,20,0,.091,,,,
bethel,2017,2016-17,Brian Carlson,MIAC,III,1,1,0,.500,,,,
bethel,2016,2015-16,Brian Carlson,MIAC,III,15,10,2,.593,,,,
bethel,2015,2014-15,Brian Carlson,MIAC,III,15,10,3,.589,,,,
bethel,2014,2013-14,Brian Carlson,MIAC,III,17,7,2,.692,,,,
bethel,2013,2012-13,Brian Carlson,MIAC,III,15,10,2,.593,,,,
bethel,2012,2011-12,Brian Carlson,MIAC,III,12,11,4,.519,,,,
bethel,2011,2010-11,Brian Carlson,MIAC,III,15,10,2,.593,,,,
bethel,2010,2009-10,Charlie Burggraf,MIAC,III,9,15,0,.375,,,,
bethel,2009,2008-09,Charlie Burggraf,MIAC,III,11,10,4,.520,,,,
bethel,2008,2007-08,Charlie Burggraf,MIAC,III,11,12,2,.480,,,,
bethel,2007,2006-07,Charlie Burggraf,MIAC,III,6,14,3,.326,,,,
bethel,2006,2005-06,Jeff Palmer,MIAC,III,11,10,3,.521,,,,
bethel,2005,2004-05,Jeff Palmer,MIAC,III,6,13,2,.333,,,,
bethel,2004,2003-04,Jeff Palmer,MIAC,III,9,13,1,.413,,,,
bethel,2003,2002-03,Jeff Palmer,MIAC,III,4,20,0,.167,,,,
bethel,2002,2001-02,Jeff Palmer,MIAC,III,4,18,2,.208,,,,
bethel,2001,2000-01,Jeff Palmer,MIAC,III,6,15,1,.295,,,,
bethel,2000,1999-00,Jeff Palmer,MIAC,III,3,16,0,.158,,,,
boston-college,2017,2016-17,Katie King Crowley,Hockey East,I,6,2,2,.700,,,,
boston-college,2016,2015-16,Katie King Crowley,Hockey East,I,40,1,0,.976,,,,
boston-college,2015,2014-15,Katie King Crowley,Hockey East,I,34,3,2,.897,,x,,x (3)
boston-college,2014,2013-14,Katie King Crowley,Hockey East,I,27,7,3,.770,,x,,x
boston-college,2013,2012-13,Katie King Crowley,Hockey East,I,27,7,3,.770,,,,x (3)
boston-college,2012,2011-12,Katie King Crowley,Hockey East,I,24,10,3,.689,,,,x
boston-college,2011,2010-11,Katie King Crowley,Hockey East,I,24,7,6,.730,,,x,x (3)
boston-college,2010,2009-10,Katie King Crowley,Hockey East,I,8,17,10,.371,,,,
boston-college,2009,2008-09,Katie King Crowley,Hockey East,I,22,9,5,.681,,,,x
boston-college,2008,2007-08,Katie King Crowley,Hockey East,I,14,13,7,.515,,,,
boston-college,2007,2006-07,Tom Mutch,Hockey East,I,24,10,2,.694,,,,x (3)
boston-college,2006,2005-06,Tom Mutch,Hockey East,I,20,11,4,.629,,,,
boston-college,2005,2004-05,Tom Mutch,Hockey East,I,10,20,4,.353,,,,
boston-college,2004,2003-04,Tom Mutch,Hockey East,I,6,22,3,.242,,,,
boston-college,2003,2002-03,Tom Babson,Hockey East,I,12,17,3,.422,,,,
boston-college,2002,2001-02,Tom Babson,ECAC Eastern,I,9,19,4,.344,,,,
boston-college,2001,2000-01,Tom Babson,ECAC,I,6,26,0,.188,,,,
boston-college,2000,1999-00,Tom Babson,ECAC,I,6,22,2,.233,,,,
boston-college,1999,1998-99,Tom O'Malley,ECAC,I,8,22,2,.281,,,,
boston-college,1998,1997-98,Tom O'Malley,ECAC,I,10,22,1,.318,,,,
boston-college,1997,1996-97,Tom O'Malley,ECAC,I,9,20,1,.317,,,,
boston-college,1996,1995-96,Tom O'Malley,ECAC,I,9,16,2,.370,,,,
boston-college,1995,1994-95,Tom O'Malley,ECAC,I,15,10,1,.596,,,,
boston-university,2017,2016-17,Brian Durocher,Hockey East,I,3,3,1,.500,,,,
boston-university,2016,2015-16,Brian Durocher,Hockey East,I,23,14,2,.615,,,,
boston-university,2015,2014-15,Brian Durocher,Hockey East,I,25,9,3,.716,,,x,x
boston-university,2014,2013-14,Brian Durocher,Hockey East,I,24,13,1,.645,,,x,x
boston-university,2013,2012-13,Brian Durocher,Hockey East,I,28,6,3,.797,,x,x,x (2)
boston-university,2012,2011-12,Brian Durocher,Hockey East,I,23,14,1,.618,,,x,x
boston-university,2011,2010-11,Brian Durocher,Hockey East,I,27,7,4,.763,,x,,x (2)
boston-university,2010,2009-10,Brian Durocher,Hockey East,I,17,9,12,.605,,,x,x
boston-university,2009,2008-09,Brian Durocher,Hockey East,I,18,11,7,.597,,,,
boston-university,2008,2007-08,Brian Durocher,Hockey East,I,15,17,3,.471,,,,
boston-university,2007,2006-07,Brian Durocher,Hockey East,I,19,12,3,.603,,,,
boston-university,2006,2005-06,Brian Durocher,Hockey East,I,12,17,4,.424,,,,
bowdoin,2017,2016-17,Marissa O'Neil,NESCAC,III,0,0,0,.000,,,,
bowdoin,2016,2015-16,Marissa O'Neil,NESCAC,III,8,14,2,.375,,,,
bowdoin,2015,2014-15,Marissa O'Neil,NESCAC,III,11,10,5,.519,,,,
bowdoin,2014,2013-14,Marissa O'Neil,NESCAC,III,13,11,3,.537,,,,
bowdoin,2013,2012-13,Marissa O'Neil,NESCAC,III,21,5,2,.786,,,x,x
bowdoin,2012,2011-12,Marissa O'Neil,NESCAC,III,12,10,4,.538,,,,
bowdoin,2011,2010-11,Marissa O'Neil,NESCAC,III,15,9,2,.615,,,,
bowdoin,2010,2009-10,Stacy Wilson,NESCAC,III,12,12,2,.500,,,,
bowdoin,2009,2008-09,Stacy Wilson,NESCAC,III,11,11,1,.500,,,,
bowdoin,2008,2007-08,Stacy Wilson,NESCAC,III,5,12,6,.348,,,,
bowdoin,2007,2006-07,Heather Farrell,NESCAC,III,17,7,2,.692,,,,
bowdoin,2006,2005-06,Michele Amidon,NESCAC,III,17,9,1,.648,,,,
bowdoin,2005,2004-05,Michele Amidon,NESCAC,III,20,5,1,.788,,x,,x
bowdoin,2004,2003-04,Kevin McGonagle,NESCAC,III,20,5,1,.788,,x,x,x
bowdoin,2003,2002-03,Michele Amidon,NESCAC,III,23,2,3,.875,,x,,x (3)
bowdoin,2002,2001-02,Michele Amidon,NESCAC,III,23,5,1,.810,,,x,x (4)
bowdoin,2001,2000-01,Michele Amidon,ECAC D-III East,III,16,5,3,.729,,,,
bowdoin,2000,1999-00,Michele Amidon,ECAC D-III East,III,13,8,2,.609,,,,
bowdoin,1999,1998-99,Michele Amidon,ECAC D-III East,III,16,8,1,.660,,,,
bowdoin,1998,1997-98,Fred Quistgard,ECAC D-III East,III,11,12,1,.479,,,,
bowdoin,1997,1996-97,Michele Amidon,ECAC D-III East,III,12,10,0,.545,,,,
bowdoin,1996,1995-96,Mike Woodruff,ECAC D-III East,III,15,7,1,.674,,,,
bowdoin,1995,1994-95,Mike Woodruff,ECAC D-III East,III,4,17,1,.205,,,,
bowdoin,1994,1993-94,Mike Woodruff,ECAC D-III East,III,11,10,0,.524,,,,
bowdoin,1993,1992-93,Mike Woodruff,ECAC D-III East,III,10,6,0,.625,,,,
