2009,Fri.,,9/26/2008,7:05 CT,Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,Quinnipiac,0,@,(4) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(4) Wisconsin,10,,,NC,Box,,
2009,Fri.,,9/26/2008,7:05 CT,Manitoba,,,Manitoba,1,@,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,1,OT,,EX,Box,,
2009,Fri.,,9/26/2008,7:00 ET,Stoney Creek,,,Stoney Creek,2,@,Colgate,colgate,/team/colgate/womens-hockey/,Colgate,5,,,EX,Box,,
2009,Fri.,,9/26/2008,7:05 CT,Minn Whitecaps,,,Minn Whitecaps,6,@,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,6,OT,,EX,Box,,
2009,Fri.,,9/26/2008,7:05 ET,Wilfrid Laurier,,,Wilfrid Laurier,2,@,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,1,,,EX,Box,,
2009,Fri.,,9/26/2008,7:00 ET,Toronto Aeros,,,Toronto Aeros,2,@,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,7,,,EX,Box,,
2009,Fri.,,9/26/2008,7:00 ET,Dawson,,,Dawson,4,@,(10) Connecticut,connecticut,/team/connecticut/womens-hockey/,(10) Connecticut,4,OT,,EX,Box,,
2009,Fri.,,9/26/2008,7:05 CT,Saskatchewan,,,Saskatchewan,0,@,(5) Minnesota,minnesota,/team/minnesota/womens-hockey/,(5) Minnesota,8,,,EX,Box,,
2009,Fri.,,9/26/2008,7:00 ET,Brampton Thunder,,,Brampton Thunder,0,@,(2) New Hampshire,new-hampshire,/team/new-hampshire/womens-hockey/,(2) New Hampshire,7,,,EX,Box,,
2009,Fri.,,9/26/2008,7:00 ET,Windsor,,,Windsor,3,@,Wayne State,wayne-state,/team/wayne-state/womens-hockey/,Wayne State,13,,,EX,Box,,
2009,Sat.,,9/27/2008,4:00 ET,Sacred Heart,sacred-heart,/team/sacred-heart/womens-hockey/,Sacred Heart,0,@,(10) Connecticut,connecticut,/team/connecticut/womens-hockey/,(10) Connecticut,13,,,NC,Box,,
2009,Sat.,,9/27/2008,7:05 CT,Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,Quinnipiac,3,@,(4) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(4) Wisconsin,7,,,NC,Box,,
2009,Sat.,,9/27/2008,3:05 CT,Team USA,,,Team USA,7,@,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,0,,,EX,Box,,
2009,Sat.,,9/27/2008,7:00 ET,Ottawa (PWHL),,,Ottawa (PWHL),2,@,(9) Clarkson,clarkson,/team/clarkson/womens-hockey/,(9) Clarkson,4,,,EX,Box,,
2009,Sat.,,9/27/2008,12:00 ET,PEI,,,PEI,3,@,Maine,maine,/team/maine/womens-hockey/,Maine,6,,,EX,Box,,
2009,Sat.,,9/27/2008,4:00 ET,Guelph,,,Guelph,2,@,(7) Mercyhurst,mercyhurst,/team/mercyhurst/womens-hockey/,(7) Mercyhurst,9,,,EX,Box,,
2009,Sat.,,9/27/2008,2:00 ET,Dawson,,,Dawson,4,@,Northeastern,northeastern,/team/northeastern/womens-hockey/,Northeastern,2,,,EX,Box,,
2009,Sat.,,9/27/2008,4:00 ET,Stoney Creek,,,Stoney Creek,1,@,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,5,,,EX,Box,,
2009,Sat.,,9/27/2008,3:05 CT,Saskatchewan,,,Saskatchewan,2,@,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,10,,,EX,Box,,
2009,Sat.,,9/27/2008,4:00 ET,Toronto Aeros,,,Toronto Aeros,3,@,Union,union,/team/union/womens-hockey/,Union,3,OT,,EX,Box,,
2009,Sat.,,9/27/2008,12:05 CT,Manitoba,,,Manitoba,1,@,North Dakota,north-dakota,/team/north-dakota/womens-hockey/,North Dakota,2,,,EX,Box,,
2009,Sun.,,9/28/2008,12:00 ET,Dawson,,,Dawson,4,@,Boston University,boston-university,/team/boston-university/womens-hockey/,Boston University,5,OT,,EX,Box,,
2009,Sun.,,9/28/2008,2:00 ET,Brampton Thunder,,,Brampton Thunder,1,@,Providence,providence,/team/providence/womens-hockey/,Providence,4,,,EX,Box,,
2009,Sun.,,9/28/2008,4:00 ET,Guelph,,,Guelph,1,@,Robert Morris,robert-morris,/team/robert-morris/womens-hockey/,Robert Morris,4,,,EX,Box,,
2009,Sun.,,9/28/2008,2:05 CT,Team USA,,,Team USA,3,@,(5) Minnesota,minnesota,/team/minnesota/womens-hockey/,(5) Minnesota,2,OT,,EX,Box,,
2009,Wed.,,10/1/2008,7:00 ET,Syracuse,syracuse,/team/syracuse/womens-hockey/,Syracuse,3,@,Colgate,colgate,/team/colgate/womens-hockey/,Colgate,4,,,NC,Box,,
2009,Fri.,,10/3/2008,7:00 ET,North Dakota,north-dakota,/team/north-dakota/womens-hockey/,North Dakota,2,@,Maine,maine,/team/maine/womens-hockey/,Maine,3,,,NC,Box,,
2009,Fri.,,10/3/2008,7:05 CT,(10) Connecticut,connecticut,/team/connecticut/womens-hockey/,(10) Connecticut,5,@,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,2,,,NC,Box,,
2009,Fri.,,10/3/2008,7:00 ET,(3) Minnesota-Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(3) Minnesota-Duluth,6,@,Niagara,niagara,/team/niagara/womens-hockey/,Niagara,2,,,NC,Box,,
2009,Fri.,,10/3/2008,7:00 ET,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,2,@,Providence,providence,/team/providence/womens-hockey/,Providence,1,,,NC,Box,,
2009,Fri.,,10/3/2008,7:00 ET,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,7,@,Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,Quinnipiac,0,,,NC,Box,,
